"date","no","oh","hono","hour","jhono","jhno3"
2023-03-04 18:00:00,NA,NA,NA,18,9.32e-05,1.54e-08
2023-03-04 19:00:00,NA,NA,NA,19,2.12e-07,4.86e-11
2023-03-04 20:00:00,NA,NA,NA,20,2.36e-08,8.43e-12
2023-03-04 21:00:00,NA,NA,NA,21,7.79e-09,3.15e-12
2023-03-04 22:00:00,NA,NA,NA,22,4.04e-08,1.32e-11
2023-03-04 23:00:00,NA,NA,NA,23,1.26e-08,4.53e-12
2023-03-05 00:00:00,NA,NA,NA,0,-3.73e-09,5.91e-14
2023-03-05 01:00:00,NA,NA,NA,1,-9.27e-09,-1.71e-12
2023-03-05 02:00:00,NA,NA,NA,2,2.8e-08,9.28e-12
2023-03-05 03:00:00,NA,NA,NA,3,4.25e-08,1.27e-11
2023-03-05 04:00:00,NA,NA,NA,4,4.44e-08,1.35e-11
2023-03-05 05:00:00,NA,NA,NA,5,4.5e-08,1.46e-11
2023-03-05 06:00:00,NA,NA,NA,6,1.46e-06,1.44e-10
2023-03-05 07:00:00,NA,NA,NA,7,0.000137366,1.83e-08
2023-03-05 08:00:00,NA,NA,NA,8,0.000509416,8.58e-08
2023-03-05 09:00:00,NA,NA,NA,9,0.000802921,1.71e-07
2023-03-05 10:00:00,NA,NA,NA,10,0.001023811,2.96e-07
2023-03-05 11:00:00,NA,NA,NA,11,0.00109842,3.94e-07
2023-03-05 12:00:00,NA,NA,NA,12,0.001150453,4.6e-07
2023-03-05 13:00:00,NA,NA,NA,13,0.001170021,4.89e-07
2023-03-05 14:00:00,NA,NA,NA,14,0.000922515,3.8e-07
2023-03-05 15:00:00,NA,NA,NA,15,0.000730488,2.81e-07
2023-03-05 16:00:00,NA,NA,NA,16,0.000469945,1.62e-07
2023-03-05 17:00:00,NA,NA,NA,17,0.000262714,6.87e-08
2023-03-05 18:00:00,NA,NA,NA,18,7.17e-05,1.27e-08
2023-03-05 19:00:00,NA,NA,NA,19,1.5e-07,3.58e-11
2023-03-05 20:00:00,NA,NA,NA,20,5.11e-09,1.33e-12
2023-03-05 21:00:00,NA,NA,NA,21,-2.15e-08,-5.71e-12
2023-03-05 22:00:00,NA,NA,NA,22,3.9e-08,1.27e-11
2023-03-05 23:00:00,NA,NA,NA,23,1.36e-08,5.31e-12
2023-03-06 00:00:00,NA,NA,NA,0,1.02e-08,4.09e-12
2023-03-06 01:00:00,NA,NA,NA,1,4.29e-08,1.33e-11
2023-03-06 02:00:00,NA,NA,NA,2,2.22e-08,7.71e-12
2023-03-06 03:00:00,NA,NA,NA,3,1.75e-08,6.65e-12
2023-03-06 04:00:00,NA,NA,NA,4,-5.08e-08,-1.4e-11
2023-03-06 05:00:00,NA,NA,NA,5,3.09e-08,1.02e-11
2023-03-06 06:00:00,NA,NA,NA,6,2.06e-06,1.85e-10
2023-03-06 07:00:00,NA,NA,NA,7,0.000195468,2.44e-08
2023-03-06 08:00:00,NA,NA,NA,8,0.000676751,1.08e-07
2023-03-06 09:00:00,NA,NA,NA,9,0.001000916,2.07e-07
2023-03-06 10:00:00,NA,NA,NA,10,0.00128112,3.71e-07
2023-03-06 11:00:00,NA,NA,NA,11,0.001546815,5.61e-07
2023-03-06 12:00:00,NA,NA,NA,12,0.00169201,6.83e-07
2023-03-06 13:00:00,NA,NA,NA,13,0.00166238,7.06e-07
2023-03-06 14:00:00,NA,NA,NA,14,0.00157207,6.48e-07
2023-03-06 15:00:00,NA,NA,NA,15,0.001379981,5.15e-07
2023-03-06 16:00:00,NA,NA,NA,16,0.001099026,3.38e-07
2023-03-06 17:00:00,NA,NA,NA,17,0.000649029,1.43e-07
2023-03-06 18:00:00,NA,NA,NA,18,0.000110923,1.75e-08
2023-03-06 19:00:00,NA,NA,NA,19,2.64e-07,5.65e-11
2023-03-06 20:00:00,NA,NA,NA,20,2.9e-08,8.85e-12
2023-03-06 21:00:00,NA,NA,NA,21,9.04e-08,2.61e-11
2023-03-06 22:00:00,NA,NA,NA,22,7.84e-09,2.66e-12
2023-03-06 23:00:00,NA,NA,NA,23,2.91e-08,8.96e-12
2023-03-07 00:00:00,NA,NA,NA,0,1.5e-08,4.73e-12
2023-03-07 01:00:00,NA,NA,NA,1,5.99e-08,1.8e-11
2023-03-07 02:00:00,NA,NA,NA,2,2.36e-08,7.74e-12
2023-03-07 03:00:00,NA,NA,NA,3,5.61e-08,1.69e-11
2023-03-07 04:00:00,NA,NA,NA,4,6.13e-08,1.81e-11
2023-03-07 05:00:00,NA,NA,NA,5,2.86e-08,9.37e-12
2023-03-07 06:00:00,NA,NA,NA,6,2.01e-06,1.95e-10
2023-03-07 07:00:00,NA,NA,NA,7,0.000124495,1.71e-08
2023-03-07 08:00:00,NA,NA,NA,8,0.000533991,8.55e-08
2023-03-07 09:00:00,NA,NA,NA,9,0.000885552,1.83e-07
2023-03-07 10:00:00,NA,NA,NA,10,0.001276413,3.66e-07
2023-03-07 11:00:00,NA,NA,NA,11,0.001459827,5.21e-07
2023-03-07 12:00:00,NA,NA,NA,12,0.001578849,6.37e-07
2023-03-07 13:00:00,NA,NA,NA,13,0.001645587,6.95e-07
2023-03-07 14:00:00,NA,NA,NA,14,0.001559731,6.36e-07
2023-03-07 15:00:00,NA,NA,NA,15,0.001398364,5.15e-07
2023-03-07 16:00:00,NA,NA,NA,16,0.001093987,3.31e-07
2023-03-07 17:00:00,NA,NA,NA,17,0.00055601,1.26e-07
2023-03-07 18:00:00,NA,NA,NA,18,9.09e-05,1.51e-08
2023-03-07 19:00:00,NA,NA,NA,19,1.9e-07,2.58e-11
2023-03-07 20:00:00,NA,NA,NA,20,-7.32e-09,-9.32e-13
2023-03-07 21:00:00,NA,NA,NA,21,-7e-09,-1.19e-12
2023-03-07 22:00:00,NA,NA,NA,22,3.66e-08,1.12e-11
2023-03-07 23:00:00,NA,NA,NA,23,4.2e-08,1.31e-11
2023-03-08 00:00:00,NA,NA,NA,0,2.95e-08,9.05e-12
2023-03-08 01:00:00,NA,NA,NA,1,3.88e-08,1.19e-11
2023-03-08 02:00:00,NA,NA,NA,2,6.48e-08,1.95e-11
2023-03-08 03:00:00,NA,NA,NA,3,6.4e-08,1.94e-11
2023-03-08 04:00:00,NA,NA,NA,4,5.25e-08,1.57e-11
2023-03-08 05:00:00,NA,NA,NA,5,3.78e-08,1.15e-11
2023-03-08 06:00:00,NA,NA,NA,6,2.45e-06,2.28e-10
2023-03-08 07:00:00,NA,NA,NA,7,0.000173177,2.19e-08
2023-03-08 08:00:00,NA,NA,NA,8,0.000617076,9.73e-08
2023-03-08 09:00:00,NA,NA,NA,9,0.000960837,1.99e-07
2023-03-08 10:00:00,NA,NA,NA,10,0.001389229,3.98e-07
2023-03-08 11:00:00,NA,NA,NA,11,0.001595797,5.69e-07
2023-03-08 12:00:00,NA,NA,NA,12,0.00166693,6.74e-07
2023-03-08 13:00:00,NA,NA,NA,13,0.001633691,6.95e-07
2023-03-08 14:00:00,NA,NA,NA,14,0.001604173,6.57e-07
2023-03-08 15:00:00,NA,NA,NA,15,0.001460246,5.43e-07
2023-03-08 16:00:00,NA,NA,NA,16,0.001161088,3.54e-07
2023-03-08 17:00:00,NA,NA,NA,17,0.00064627,1.42e-07
2023-03-08 18:00:00,NA,NA,NA,18,0.000117693,1.8e-08
2023-03-08 19:00:00,NA,NA,NA,19,2.68e-07,5.12e-11
2023-03-08 20:00:00,NA,NA,NA,20,7.08e-08,2.23e-11
2023-03-08 21:00:00,NA,NA,NA,21,1.08e-08,3.84e-12
2023-03-08 22:00:00,NA,NA,NA,22,-2.3e-08,-6.15e-12
2023-03-08 23:00:00,NA,NA,NA,23,-1.64e-08,-3.46e-12
2023-03-09 00:00:00,NA,NA,NA,0,4.21e-08,1.31e-11
2023-03-09 01:00:00,NA,NA,NA,1,1.84e-08,6.14e-12
2023-03-09 02:00:00,NA,NA,NA,2,1.28e-08,4.44e-12
2023-03-09 03:00:00,NA,NA,NA,3,1.68e-08,5.81e-12
2023-03-09 04:00:00,NA,NA,NA,4,-8.43e-09,-1.89e-12
2023-03-09 05:00:00,NA,NA,NA,5,6.21e-08,1.86e-11
2023-03-09 06:00:00,NA,NA,NA,6,2.85e-06,2.61e-10
2023-03-09 07:00:00,NA,NA,NA,7,0.0001778,2.25e-08
2023-03-09 08:00:00,NA,NA,NA,8,0.000744905,1.15e-07
2023-03-09 09:00:00,NA,NA,NA,9,0.001007614,2.13e-07
2023-03-09 10:00:00,NA,NA,NA,10,0.001476953,4.26e-07
2023-03-09 11:00:00,NA,NA,NA,11,0.001639448,5.95e-07
2023-03-09 12:00:00,NA,NA,NA,12,0.001714227,7.02e-07
2023-03-09 13:00:00,NA,NA,NA,13,0.001714516,7.34e-07
2023-03-09 14:00:00,NA,NA,NA,14,0.001644976,6.78e-07
2023-03-09 15:00:00,NA,NA,NA,15,0.001493169,5.58e-07
2023-03-09 16:00:00,NA,NA,NA,16,0.001199121,3.67e-07
2023-03-09 17:00:00,NA,NA,NA,17,0.000680039,1.5e-07
2023-03-09 18:00:00,NA,NA,NA,18,0.00012495,1.91e-08
2023-03-09 19:00:00,NA,NA,NA,19,2.88e-07,4.99e-11
2023-03-09 20:00:00,NA,NA,NA,20,5.6e-08,1.91e-11
2023-03-09 21:00:00,NA,NA,NA,21,1.41e-08,4.36e-12
2023-03-09 22:00:00,NA,NA,NA,22,3.98e-08,1.24e-11
2023-03-09 23:00:00,NA,NA,NA,23,5.13e-08,1.45e-11
2023-03-10 00:00:00,NA,NA,NA,0,3.19e-08,1.04e-11
2023-03-10 01:00:00,NA,NA,NA,1,4.98e-08,1.58e-11
2023-03-10 02:00:00,NA,NA,NA,2,2.35e-08,7.68e-12
2023-03-10 03:00:00,NA,NA,NA,3,2.86e-08,8.79e-12
2023-03-10 04:00:00,NA,NA,NA,4,3.19e-08,1.01e-11
2023-03-10 05:00:00,NA,NA,NA,5,2.95e-08,9.2e-12
2023-03-10 06:00:00,NA,NA,NA,6,3.5e-06,3.18e-10
2023-03-10 07:00:00,NA,NA,NA,7,0.000222145,2.73e-08
2023-03-10 08:00:00,NA,NA,NA,8,0.000829157,1.28e-07
2023-03-10 09:00:00,NA,NA,NA,9,0.001035778,2.22e-07
2023-03-10 10:00:00,NA,NA,NA,10,0.00152232,4.48e-07
2023-03-10 11:00:00,NA,NA,NA,11,0.001684316,6.21e-07
2023-03-10 12:00:00,NA,NA,NA,12,0.001761122,7.3e-07
2023-03-10 13:00:00,NA,NA,NA,13,0.001763518,7.63e-07
2023-03-10 14:00:00,NA,NA,NA,14,0.00169343,7.03e-07
2023-03-10 15:00:00,NA,NA,NA,15,0.001543998,5.79e-07
2023-03-10 16:00:00,NA,NA,NA,16,0.001248512,3.83e-07
2023-03-10 17:00:00,NA,NA,NA,17,0.000707949,1.56e-07
2023-03-10 18:00:00,NA,NA,NA,18,0.000125589,1.96e-08
2023-03-10 19:00:00,NA,NA,NA,19,3.04e-07,4.92e-11
2023-03-10 20:00:00,NA,NA,NA,20,-1.55e-08,-3.66e-12
2023-03-10 21:00:00,NA,NA,NA,21,1.9e-08,6.41e-12
2023-03-10 22:00:00,NA,NA,NA,22,4.75e-08,1.51e-11
2023-03-10 23:00:00,NA,NA,NA,23,2.21e-08,7.66e-12
2023-03-11 00:00:00,NA,NA,NA,0,1.66e-08,5.71e-12
2023-03-11 01:00:00,NA,NA,NA,1,2.41e-08,8.08e-12
2023-03-11 02:00:00,NA,NA,NA,2,5.08e-08,1.59e-11
2023-03-11 03:00:00,NA,NA,NA,3,1.33e-08,5e-12
2023-03-11 04:00:00,NA,NA,NA,4,-7.17e-09,-1.8e-12
2023-03-11 05:00:00,NA,NA,NA,5,-2.81e-08,-6.87e-12
2023-03-11 06:00:00,NA,NA,NA,6,2.62e-06,2.66e-10
2023-03-11 07:00:00,NA,NA,NA,7,0.000135975,1.88e-08
2023-03-11 08:00:00,NA,NA,NA,8,0.000430519,7.49e-08
2023-03-11 09:00:00,NA,NA,NA,9,0.000895213,1.91e-07
2023-03-11 10:00:00,NA,NA,NA,10,0.00143004,4.24e-07
2023-03-11 11:00:00,NA,NA,NA,11,0.001613077,6.01e-07
2023-03-11 12:00:00,NA,NA,NA,12,0.001694812,7.04e-07
2023-03-11 13:00:00,NA,NA,NA,13,0.001699734,7.4e-07
2023-03-11 14:00:00,NA,NA,NA,14,0.001703948,7.13e-07
2023-03-11 15:00:00,NA,NA,NA,15,0.001510732,5.74e-07
2023-03-11 16:00:00,NA,NA,NA,16,0.00119041,3.74e-07
2023-03-11 17:00:00,NA,NA,NA,17,0.000618543,1.46e-07
2023-03-11 18:00:00,NA,NA,NA,18,9.91e-05,1.68e-08
2023-03-11 19:00:00,NA,NA,NA,19,2.67e-07,4.89e-11
2023-03-11 20:00:00,NA,NA,NA,20,-1.27e-08,-2.84e-12
2023-03-11 21:00:00,NA,NA,NA,21,3.76e-08,1.2e-11
2023-03-11 22:00:00,NA,NA,NA,22,4.87e-08,1.53e-11
2023-03-11 23:00:00,NA,NA,NA,23,1.75e-08,6.09e-12
2023-03-12 00:00:00,NA,NA,NA,0,1.61e-08,5.67e-12
2023-03-12 01:00:00,NA,NA,NA,1,3.44e-08,1.18e-11
2023-03-12 02:00:00,NA,NA,NA,2,9e-11,9.86e-13
2023-03-12 03:00:00,NA,NA,NA,3,-6.08e-10,7.05e-13
2023-03-12 04:00:00,NA,NA,NA,4,-3.5e-09,5.34e-13
2023-03-12 05:00:00,NA,NA,NA,5,1.42e-08,5.22e-12
2023-03-12 06:00:00,NA,NA,NA,6,2.52e-06,2.56e-10
2023-03-12 07:00:00,NA,NA,NA,7,0.000116441,1.66e-08
2023-03-12 08:00:00,NA,NA,NA,8,0.000402952,6.93e-08
2023-03-12 09:00:00,NA,NA,NA,9,0.000727167,1.52e-07
2023-03-12 10:00:00,NA,NA,NA,10,0.000976595,2.83e-07
2023-03-12 11:00:00,NA,NA,NA,11,0.001352628,4.85e-07
2023-03-12 12:00:00,NA,NA,NA,12,0.001599768,6.45e-07
2023-03-12 13:00:00,NA,NA,NA,13,0.001665461,7.06e-07
2023-03-12 14:00:00,NA,NA,NA,14,0.001519379,6.17e-07
2023-03-12 15:00:00,NA,NA,NA,15,0.001415915,5.2e-07
2023-03-12 16:00:00,NA,NA,NA,16,0.001043846,3.21e-07
2023-03-12 17:00:00,NA,NA,NA,17,0.000546791,1.28e-07
2023-03-12 18:00:00,NA,NA,NA,18,0.000100903,1.67e-08
2023-03-12 19:00:00,NA,NA,NA,19,2.22e-07,2.84e-11
2023-03-12 20:00:00,NA,NA,NA,20,-1.96e-08,-2.69e-12
2023-03-12 21:00:00,NA,NA,NA,21,2.99e-08,9.89e-12
2023-03-12 22:00:00,NA,NA,NA,22,5.93e-08,1.84e-11
2023-03-12 23:00:00,NA,NA,NA,23,-3.1e-08,-7.06e-12
2023-03-13 00:00:00,NA,NA,NA,0,1.69e-09,1.47e-12
2023-03-13 01:00:00,NA,NA,NA,1,2.42e-08,8.1e-12
2023-03-13 02:00:00,NA,NA,NA,2,2.09e-08,7.2e-12
2023-03-13 03:00:00,NA,NA,NA,3,5.23e-09,2.39e-12
2023-03-13 04:00:00,NA,NA,NA,4,4.48e-08,1.45e-11
2023-03-13 05:00:00,NA,NA,NA,5,5.85e-08,1.81e-11
2023-03-13 06:00:00,NA,NA,NA,6,3.28e-06,3.1e-10
2023-03-13 07:00:00,NA,NA,NA,7,0.000135491,1.87e-08
2023-03-13 08:00:00,NA,NA,NA,8,0.000504695,8.38e-08
2023-03-13 09:00:00,NA,NA,NA,9,0.000870011,1.8e-07
2023-03-13 10:00:00,NA,NA,NA,10,0.001200969,3.46e-07
2023-03-13 11:00:00,NA,NA,NA,11,0.001471663,5.22e-07
2023-03-13 12:00:00,NA,NA,NA,12,0.001432483,5.73e-07
2023-03-13 13:00:00,NA,NA,NA,13,0.001595815,6.69e-07
2023-03-13 14:00:00,NA,NA,NA,14,0.001541587,6.2e-07
2023-03-13 15:00:00,NA,NA,NA,15,0.001385454,5.05e-07
2023-03-13 16:00:00,NA,NA,NA,16,0.001063311,3.27e-07
2023-03-13 17:00:00,NA,NA,NA,17,0.000487439,1.17e-07
2023-03-13 18:00:00,NA,NA,NA,18,9.62e-05,1.6e-08
2023-03-13 19:00:00,NA,NA,NA,19,2.93e-07,4.05e-11
2023-03-13 20:00:00,NA,NA,NA,20,1.21e-08,3.13e-12
2023-03-13 21:00:00,NA,NA,NA,21,-1.22e-08,-1.87e-12
2023-03-13 22:00:00,NA,NA,NA,22,3.03e-08,9.96e-12
2023-03-13 23:00:00,NA,NA,NA,23,6.72e-08,2.04e-11
2023-03-14 00:00:00,NA,NA,NA,0,3.6e-08,1.2e-11
2023-03-14 01:00:00,NA,NA,NA,1,5.76e-08,1.78e-11
2023-03-14 02:00:00,NA,NA,NA,2,3.02e-08,1.02e-11
2023-03-14 03:00:00,NA,NA,NA,3,-6.53e-09,-8.27e-13
2023-03-14 04:00:00,NA,NA,NA,4,3.85e-08,1.21e-11
2023-03-14 05:00:00,NA,NA,NA,5,2.72e-08,8.64e-12
2023-03-14 06:00:00,NA,NA,NA,6,3.76e-06,3.44e-10
2023-03-14 07:00:00,NA,NA,NA,7,0.000162903,2.2e-08
2023-03-14 08:00:00,NA,NA,NA,8,0.000552675,8.91e-08
2023-03-14 09:00:00,NA,NA,NA,9,0.000993089,2.04e-07
2023-03-14 10:00:00,NA,NA,NA,10,0.001411847,4.08e-07
2023-03-14 11:00:00,NA,NA,NA,11,0.001580535,5.67e-07
2023-03-14 12:00:00,NA,NA,NA,12,0.001667629,6.75e-07
2023-03-14 13:00:00,NA,NA,NA,13,0.001670958,7.08e-07
2023-03-14 14:00:00,NA,NA,NA,14,0.001513467,6.17e-07
2023-03-14 15:00:00,NA,NA,NA,15,0.00125013,4.6e-07
2023-03-14 16:00:00,NA,NA,NA,16,0.001056398,3.25e-07
2023-03-14 17:00:00,NA,NA,NA,17,0.000576458,1.32e-07
2023-03-14 18:00:00,NA,NA,NA,18,NA,NA
2023-03-14 19:00:00,NA,NA,NA,19,NA,NA
2023-03-14 20:00:00,NA,NA,NA,20,NA,NA
2023-03-14 21:00:00,NA,NA,NA,21,NA,NA
2023-03-14 22:00:00,NA,NA,NA,22,NA,NA
2023-03-14 23:00:00,NA,NA,NA,23,NA,NA
2023-03-15 00:00:00,NA,NA,NA,0,NA,NA
2023-03-15 01:00:00,NA,NA,NA,1,NA,NA
2023-03-15 02:00:00,NA,NA,NA,2,NA,NA
2023-03-15 03:00:00,NA,NA,NA,3,NA,NA
2023-03-15 04:00:00,NA,NA,NA,4,NA,NA
2023-03-15 05:00:00,NA,NA,NA,5,NA,NA
2023-03-15 06:00:00,NA,NA,NA,6,NA,NA
2023-03-15 07:00:00,NA,NA,NA,7,NA,NA
2023-03-15 08:00:00,NA,NA,NA,8,NA,NA
2023-03-15 09:00:00,NA,NA,NA,9,NA,NA
2023-03-15 10:00:00,NA,NA,NA,10,NA,NA
2023-03-15 11:00:00,NA,NA,NA,11,NA,NA
2023-03-15 12:00:00,NA,NA,NA,12,NA,NA
2023-03-15 13:00:00,NA,NA,NA,13,NA,NA
2023-03-15 14:00:00,NA,NA,NA,14,NA,NA
2023-03-15 15:00:00,NA,NA,NA,15,NA,NA
2023-03-15 16:00:00,NA,NA,NA,16,NA,NA
2023-03-15 17:00:00,NA,NA,NA,17,NA,NA
2023-03-15 18:00:00,NA,NA,NA,18,NA,NA
2023-03-15 19:00:00,NA,NA,NA,19,NA,NA
2023-03-15 20:00:00,NA,NA,NA,20,NA,NA
2023-03-15 21:00:00,NA,NA,NA,21,NA,NA
2023-03-15 22:00:00,NA,NA,NA,22,NA,NA
2023-03-15 23:00:00,NA,NA,NA,23,NA,NA
2023-03-16 00:00:00,NA,NA,NA,0,NA,NA
2023-03-16 01:00:00,NA,NA,NA,1,NA,NA
2023-03-16 02:00:00,NA,NA,NA,2,NA,NA
2023-03-16 03:00:00,NA,NA,NA,3,NA,NA
2023-03-16 04:00:00,NA,NA,NA,4,NA,NA
2023-03-16 05:00:00,NA,NA,NA,5,NA,NA
2023-03-16 06:00:00,NA,NA,NA,6,NA,NA
2023-03-16 07:00:00,NA,NA,NA,7,NA,NA
2023-03-16 08:00:00,NA,NA,NA,8,NA,NA
2023-03-16 09:00:00,NA,NA,NA,9,NA,NA
2023-03-16 10:00:00,NA,NA,NA,10,NA,NA
2023-03-16 11:00:00,NA,NA,NA,11,NA,NA
2023-03-16 12:00:00,NA,NA,NA,12,NA,NA
2023-03-16 13:00:00,NA,NA,NA,13,NA,NA
2023-03-16 14:00:00,NA,NA,NA,14,NA,NA
2023-03-16 15:00:00,NA,NA,NA,15,0.001200104,4.29e-07
2023-03-16 16:00:00,NA,NA,NA,16,0.000944954,2.93e-07
2023-03-16 17:00:00,NA,NA,NA,17,0.000488405,1.15e-07
2023-03-16 18:00:00,NA,NA,NA,18,9.7e-05,1.59e-08
2023-03-16 19:00:00,NA,NA,NA,19,2.12e-07,2.6e-11
2023-03-16 20:00:00,NA,NA,NA,20,3.86e-08,1.32e-11
2023-03-16 21:00:00,NA,NA,NA,21,1.74e-08,6.27e-12
2023-03-16 22:00:00,NA,NA,NA,22,1.67e-08,6.71e-12
2023-03-16 23:00:00,NA,NA,NA,23,1.74e-08,6.1e-12
2023-03-17 00:00:00,NA,NA,NA,0,3.11e-09,2.44e-12
2023-03-17 01:00:00,NA,NA,NA,1,4.91e-08,1.53e-11
2023-03-17 02:00:00,NA,NA,NA,2,5.27e-08,1.67e-11
2023-03-17 03:00:00,NA,NA,NA,3,4.47e-08,1.4e-11
2023-03-17 04:00:00,NA,NA,NA,4,4.07e-09,2.23e-12
2023-03-17 05:00:00,NA,NA,NA,5,8.11e-08,2.51e-11
2023-03-17 06:00:00,NA,NA,NA,6,6.64e-06,6.26e-10
2023-03-17 07:00:00,NA,NA,NA,7,0.000218044,2.81e-08
2023-03-17 08:00:00,NA,NA,NA,8,0.000758854,1.2e-07
2023-03-17 09:00:00,NA,NA,NA,9,0.001112884,2.3e-07
2023-03-17 10:00:00,NA,NA,NA,10,0.001396009,4.06e-07
2023-03-17 11:00:00,NA,NA,NA,11,0.001515598,5.49e-07
2023-03-17 12:00:00,NA,NA,NA,12,0.001555061,6.31e-07
2023-03-17 13:00:00,NA,NA,NA,13,0.001596314,6.74e-07
2023-03-17 14:00:00,NA,NA,NA,14,0.001495875,6.03e-07
2023-03-17 15:00:00,NA,NA,NA,15,0.001221436,4.52e-07
2023-03-17 16:00:00,NA,NA,NA,16,0.000829074,2.61e-07
2023-03-17 17:00:00,NA,NA,NA,17,0.000370021,9.31e-08
2023-03-17 18:00:00,NA,NA,NA,18,6.95e-05,1.19e-08
2023-03-17 19:00:00,NA,NA,NA,19,1.61e-07,1.75e-11
2023-03-17 20:00:00,NA,NA,NA,20,8.8e-08,2.93e-11
2023-03-17 21:00:00,NA,NA,NA,21,6.35e-09,3.64e-12
2023-03-17 22:00:00,NA,NA,NA,22,4.1e-08,1.33e-11
2023-03-17 23:00:00,NA,NA,NA,23,1.29e-08,4.66e-12
2023-03-18 00:00:00,NA,NA,NA,0,4.12e-08,1.34e-11
2023-03-18 01:00:00,NA,NA,NA,1,6.93e-09,3.64e-12
2023-03-18 02:00:00,NA,NA,NA,2,6.18e-08,1.91e-11
2023-03-18 03:00:00,NA,NA,NA,3,6.39e-09,3.03e-12
2023-03-18 04:00:00,NA,NA,NA,4,2.29e-08,8.07e-12
2023-03-18 05:00:00,NA,NA,NA,5,5.38e-08,1.76e-11
2023-03-18 06:00:00,NA,NA,NA,6,4.11e-06,4.15e-10
2023-03-18 07:00:00,NA,NA,NA,7,0.00012208,1.76e-08
2023-03-18 08:00:00,NA,NA,NA,8,0.000390561,6.74e-08
2023-03-18 09:00:00,NA,NA,NA,9,0.000985803,2.06e-07
2023-03-18 10:00:00,NA,NA,NA,10,0.00116394,3.41e-07
2023-03-18 11:00:00,NA,NA,NA,11,0.001558432,5.6e-07
2023-03-18 12:00:00,NA,NA,NA,12,0.001625767,6.57e-07
2023-03-18 13:00:00,NA,NA,NA,13,0.00160627,6.71e-07
2023-03-18 14:00:00,NA,NA,NA,14,0.001487013,5.99e-07
2023-03-18 15:00:00,NA,NA,NA,15,0.001314893,4.77e-07
2023-03-18 16:00:00,NA,NA,NA,16,0.000992306,3.01e-07
2023-03-18 17:00:00,NA,NA,NA,17,0.000477937,1.16e-07
2023-03-18 18:00:00,NA,NA,NA,18,9.67e-05,1.59e-08
2023-03-18 19:00:00,NA,NA,NA,19,2.03e-07,9.96e-12
2023-03-18 20:00:00,NA,NA,NA,20,1.08e-07,3.46e-11
2023-03-18 21:00:00,NA,NA,NA,21,3.8e-08,1.21e-11
2023-03-18 22:00:00,NA,NA,NA,22,7.47e-08,2.3e-11
2023-03-18 23:00:00,NA,NA,NA,23,6.81e-08,2.14e-11
2023-03-19 00:00:00,NA,NA,NA,0,1.11e-07,3.36e-11
2023-03-19 01:00:00,NA,NA,NA,1,5.03e-08,1.56e-11
2023-03-19 02:00:00,NA,NA,NA,2,9.14e-08,2.81e-11
2023-03-19 03:00:00,NA,NA,NA,3,2.69e-08,9.24e-12
2023-03-19 04:00:00,NA,NA,NA,4,1.09e-08,4.49e-12
2023-03-19 05:00:00,NA,NA,NA,5,3.98e-08,1.32e-11
2023-03-19 06:00:00,NA,NA,NA,6,6.41e-06,6.3e-10
2023-03-19 07:00:00,NA,NA,NA,7,0.000120534,1.77e-08
2023-03-19 08:00:00,NA,NA,NA,8,0.00039028,6.76e-08
2023-03-19 09:00:00,NA,NA,NA,9,0.001048492,2.14e-07
2023-03-19 10:00:00,NA,NA,NA,10,0.001350256,3.89e-07
2023-03-19 11:00:00,NA,NA,NA,11,0.001429755,5.06e-07
2023-03-19 12:00:00,NA,NA,NA,12,0.001529622,6.04e-07
2023-03-19 13:00:00,NA,NA,NA,13,0.001503233,6.17e-07
2023-03-19 14:00:00,NA,NA,NA,14,0.001408096,5.5e-07
2023-03-19 15:00:00,NA,NA,NA,15,0.00115008,4.15e-07
2023-03-19 16:00:00,NA,NA,NA,16,0.000938606,2.82e-07
2023-03-19 17:00:00,NA,NA,NA,17,0.000377969,8.89e-08
2023-03-19 18:00:00,NA,NA,NA,18,6.35e-05,1.07e-08
2023-03-19 19:00:00,NA,NA,NA,19,2.79e-07,7.77e-11
2023-03-19 20:00:00,NA,NA,NA,20,6.71e-08,2.13e-11
2023-03-19 21:00:00,NA,NA,NA,21,2.06e-08,7.13e-12
2023-03-19 22:00:00,NA,NA,NA,22,3.04e-08,1.04e-11
2023-03-19 23:00:00,NA,NA,NA,23,4.78e-08,1.59e-11
2023-03-20 00:00:00,NA,NA,NA,0,4.12e-08,1.27e-11
2023-03-20 01:00:00,NA,NA,NA,1,1.76e-08,6.54e-12
2023-03-20 02:00:00,NA,NA,NA,2,7.64e-08,2.33e-11
2023-03-20 03:00:00,NA,NA,NA,3,6.31e-08,1.94e-11
2023-03-20 04:00:00,NA,NA,NA,4,6.98e-08,2.19e-11
2023-03-20 05:00:00,NA,NA,NA,5,2.21e-09,2.41e-12
2023-03-20 06:00:00,NA,NA,NA,6,4.94e-06,4.86e-10
2023-03-20 07:00:00,NA,NA,NA,7,0.000138177,1.95e-08
2023-03-20 08:00:00,NA,NA,NA,8,0.000523969,8.31e-08
2023-03-20 09:00:00,NA,NA,NA,9,0.001052193,2.17e-07
2023-03-20 10:00:00,NA,NA,NA,10,0.001174211,3.4e-07
2023-03-20 11:00:00,NA,NA,NA,11,0.001507153,5.41e-07
2023-03-20 12:00:00,NA,NA,NA,12,0.001515016,6.13e-07
2023-03-20 13:00:00,NA,NA,NA,13,0.001540159,6.42e-07
