date,ch1,ch2,hono,err
44967.4272,-56.61866146,-56.36722603,-0.321486853,0.267598106
44967.42755,-56.56344034,-56.48608435,-0.147339092,0.285012882
44967.42789,-56.56503185,-56.48677594,-0.148240983,0.284922693
44967.42824,-56.56662337,-56.42838417,-0.208226239,0.278924167
44967.42859,-56.62502751,-56.48815912,-0.206927685,0.279054022
44967.42894,-56.56980639,-56.42976735,-0.21003002,0.278743789
44967.42928,-56.5713979,-56.4895423,-0.151848546,0.284561936
44967.42963,-56.57298941,-56.37206716,-0.270917167,0.272655074
44967.42998,-56.57458093,-56.43184212,-0.212735692,0.278473222
44967.43032,-56.6897977,-56.43253371,-0.327403425,0.267006448
44967.43067,-56.69138921,-56.4332253,-0.328305315,0.266916259
44967.43102,-56.69298072,-56.43391689,-0.329207206,0.26682607
44967.43137,-56.69457223,-56.43460848,-0.330109097,0.266735881
44967.43171,-56.75297638,-56.43530007,-0.387893908,0.2609574
44967.43206,-56.69775526,-56.43599166,-0.331912878,0.266555503
44967.43241,-56.64253414,-56.43668325,-0.275931847,0.272153606
44967.43275,-56.70093828,-56.49645821,-0.274633294,0.272283462
44967.4331,-56.64571716,-56.4971498,-0.218652263,0.277881565
44967.43338,-56.64699037,-56.32045298,-0.396623872,0.260084404
44967.43354,-56.64773308,-56.43894245,-0.278878024,0.271858989
44967.43398,-56.64974899,-56.49890183,-0.220937053,0.277653086
44967.43433,-56.65134051,-56.44051005,-0.280922309,0.27165456
44967.43468,-56.65293202,-56.38211828,-0.340907565,0.265656034
44967.43502,-56.71133616,-56.44189323,-0.339609011,0.26578589
44967.43537,-56.65611504,-56.38350146,-0.342711346,0.265475656
44967.43572,-56.65770655,-56.38419305,-0.343613237,0.265385467
44967.43606,-56.60248544,-56.44396801,-0.228548841,0.276891907
44967.43641,-56.60407695,-56.4446596,-0.229450732,0.276801718
44967.43676,-56.66248109,-56.50443455,-0.228152178,0.276931573
44967.43711,-56.60725997,-56.44604278,-0.231254513,0.27662134
44967.43745,-56.60885148,-56.50581773,-0.173073038,0.282439487
44967.4378,-56.55363037,-56.44742596,-0.176175373,0.282129254
44967.43815,-56.66884714,-56.44811755,-0.290843106,0.27066248
44967.4385,-56.72725128,-56.44880914,-0.348627918,0.264883999
44967.43884,-56.67203016,-56.44950073,-0.292646887,0.270482102
44967.43919,-56.67362167,-56.50927569,-0.234465413,0.27630025
44967.43954,-56.73202582,-56.39180055,-0.410416955,0.258705095
44967.43988,-56.79042996,-56.4515755,-0.409118401,0.258834951
44967.44023,-56.79202147,-56.45226709,-0.410020292,0.258744762
44967.44058,-56.67998772,-56.45295868,-0.29715634,0.270031157
44967.44093,-56.73839186,-56.51273364,-0.295857787,0.270161012
44967.44127,-56.73998338,-56.51342523,-0.296759677,0.270070823
44967.44162,-56.68476226,-56.51411682,-0.240778647,0.275668926
44967.44197,-56.68635377,-56.51480841,-0.241680538,0.275578737
44967.44231,-56.74475791,-56.45641663,-0.358548715,0.263891919
44967.44266,-56.74634942,-56.39802486,-0.41853397,0.257893394
44967.44301,-56.69112831,-56.57596655,-0.185302844,0.281216506
44967.44336,-56.74953245,-56.57665814,-0.243087656,0.275438025
44967.4437,-56.69431133,-56.51826636,-0.246189991,0.275127792
44967.44405,-56.75271547,-56.51895795,-0.303974802,0.269349311
44967.4444,-56.69749435,-56.51964954,-0.247993772,0.274947414
44967.44475,-56.69908587,-56.52034113,-0.248895663,0.274857225
44967.44509,-56.64386475,-56.52103272,-0.192914632,0.280455328
44967.44544,-56.81589415,-56.69897441,-0.18721519,0.281025272
44967.44579,-56.87429829,-56.75874937,-0.185916637,0.281155127
44967.44613,-56.8758898,-56.81852432,-0.127735162,0.286973275
44967.44648,-56.87748132,-56.76013255,-0.187720418,0.280974749
44967.44683,-56.87907283,-56.76082414,-0.188622308,0.28088456
44967.44718,-56.93747697,-56.70243236,-0.305490485,0.269197742
44967.44752,-56.99588111,-56.76220732,-0.304191932,0.269327598
44967.44787,-56.94065999,-56.82198227,-0.189127536,0.280834037
44967.44822,-56.99906413,-56.88175723,-0.187828982,0.280963893
44967.44856,-57.00065565,-56.76428209,-0.306897604,0.269057031
44967.44891,-57.00224716,-56.76497368,-0.307799494,0.268966841
44967.44926,-57.00383867,-56.70658191,-0.36778475,0.262968316
44967.44961,-57.06224281,-56.76635686,-0.366486197,0.263098171
44967.44995,-57.06383432,-56.76704845,-0.367388087,0.263007982
44967.4503,-57.00861321,-56.76774004,-0.311407057,0.268606085
44967.45065,-57.06701735,-56.827515,-0.310108503,0.268735941
44967.451,-57.06860886,-56.76912322,-0.370093759,0.262737415
44967.45134,-57.127013,-56.76981481,-0.427878571,0.256958934
44967.45169,-56.95816663,-56.71142304,-0.317215064,0.268025285
44967.45204,-56.95975814,-56.77119799,-0.259033589,0.273843432
44967.45238,-56.96134965,-56.71280622,-0.319018845,0.267844906
44967.45273,-57.01975379,-56.77258118,-0.317720291,0.267974762
44967.45308,-57.13497056,-56.83235613,-0.373304659,0.262416325
44967.45343,-57.07974944,-56.77396436,-0.376406994,0.262106092
44967.45377,-57.08134096,-56.77465595,-0.377308884,0.262015902
44967.45412,-57.1397451,-56.8344309,-0.376010331,0.262145758
44967.45447,-57.02771135,-56.83512249,-0.263146379,0.273432153
44967.45481,-56.85886497,-56.83581408,-0.093399507,0.29040684
44967.45516,-56.80364386,-56.83650567,-0.037418476,0.296004943
44967.45551,-56.63479748,-56.83719726,0.132328396,0.312979631
44967.45586,-56.4659511,-56.71972212,0.183908538,0.318137645
44967.4562,-56.2402921,-56.72041371,0.410538331,0.340800624
44967.45655,-56.07144572,-56.42568848,0.284868377,0.328233629
44967.4569,-55.84578671,-56.01279651,0.097914614,0.309538252
44967.45725,-55.62012771,-55.54082118,-0.148122515,0.284934539
44967.45759,-55.28084344,-55.00976248,-0.339477167,0.265799074
44967.45794,-55.11199706,-54.71503725,-0.465147121,0.253232079
44967.45829,-54.54546228,-53.88856172,-0.724386915,0.227308099
44967.45863,-52.50179913,-52.94391947,0.377162506,0.337463042
44967.45898,-52.33295275,-52.76736097,0.369659283,0.336712719
44967.45933,-52.90267056,-52.47263573,-0.495488644,0.250197926
44967.45968,-53.18832522,-52.05974376,-1.194388697,0.180307921
44967.46002,-53.30354199,-51.88318526,-1.486306525,0.151116138
44967.46037,-53.19150824,-51.88387685,-1.373442574,0.162402534
44967.46072,-52.79541135,-51.53006825,-1.330664209,0.16668037
44967.46106,-52.39931445,-51.05809292,-1.406052575,0.159141533
44967.46141,-52.11684282,-50.58611758,-1.595206783,0.140226113
44967.46176,-51.83437118,-50.40955908,-1.488944164,0.150852374
44967.46211,-51.72233743,-50.05575048,-1.730580404,0.12668875
44967.46245,-51.66711631,-49.9973587,-1.733682739,0.126378517
44967.4628,-51.6118952,-49.93896693,-1.736785074,0.126068283
44967.46315,-51.55667408,-49.88057515,-1.739887409,0.12575805
44967.4635,-51.44464033,-49.94035011,-1.567940092,0.142952782
44967.46384,-51.44623184,-49.82287497,-1.687008714,0.13104592
44967.46419,-51.39101073,-49.82356656,-1.631027683,0.136644023
44967.46454,-51.39260224,-49.76517478,-1.691012939,0.130645497
44967.46488,-51.39419375,-49.82494974,-1.632831464,0.136463644
44967.46523,-51.28216,-49.76655796,-1.579050878,0.141841703
44967.46558,-51.39737677,-49.70816619,-1.752801976,0.124466593
44967.46593,-51.39896829,-49.64977442,-1.812787232,0.118468068
44967.46627,-51.28693454,-49.70954937,-1.640839915,0.135662799
44967.46662,-51.23171342,-49.53299087,-1.762108981,0.123535893
44967.46697,-51.23330493,-49.47459909,-1.822094237,0.117537367
44967.46731,-51.12127119,-49.35712395,-1.827397016,0.117007089
44967.46766,-51.1228627,-49.23964881,-1.946465637,0.105100227
44967.46801,-51.12445421,-49.2403404,-1.947367528,0.105010038
44967.46836,-50.72835732,-48.8865318,-1.904589163,0.109287875
44967.4687,-49.08238257,-48.06005628,-1.083053458,0.191441445
44967.46905,-45.61840368,-46.40641364,0.731568605,0.372903651
44967.4694,-40.62048378,-45.10727119,4.436529728,0.743399764
44967.46975,-33.918185,-41.79929433,7.839144061,1.083661197
44967.47009,-25.4546947,-37.0733167,11.58712818,1.458459609
44967.47044,-16.25264022,-31.81558878,15.54283998,1.854030789
44967.47079,-7.050585738,-25.96702721,18.90771813,2.190518604
44967.47113,1.128841412,-19.82304881,20.95328688,2.395075479
44967.47148,7.603889675,-14.26990406,21.88320165,2.488066956
44967.47183,12.6586222,-9.189426242,21.86371032,2.486117823
44967.47218,16.06578846,-4.995198898,21.08086475,2.407833266
44967.47252,18.05263899,-1.569055303,19.64402991,2.264149782
44967.47287,18.90323692,0.557254256,18.36937069,2.136683859
44967.47322,18.84483278,1.738229971,17.12991857,2.012738648
44967.47356,18.38874023,2.269288668,16.14220302,1.913967093
44967.47391,17.64858453,2.268597078,15.40182316,1.839929107
44967.47426,16.73799094,1.913405296,14.84529472,1.784276263
44967.47461,15.94102262,1.440046783,14.52069886,1.751816677
44967.47495,15.03042903,1.084855001,13.96417043,1.696163833
44967.4753,14.46071122,0.729663219,13.74893952,1.674640743
44967.47565,13.83418079,0.433554802,13.41774232,1.641521023
44967.476,13.37808824,0.07836302,13.31627725,1.631374516
44967.47634,12.92199569,-0.040495301,12.97847873,1.597594663
44967.47669,12.63634103,-0.218436987,12.87041233,1.586788024
44967.47704,12.407499,-0.278211943,12.70106212,1.569853003
44967.47738,12.34909486,-0.337986899,12.70236067,1.569982858
44967.47773,12.40431597,-0.397761855,12.81742507,1.581489297
44967.47808,12.57316235,-0.45753681,13.0462553,1.604372321
44967.47843,12.62838347,-0.399145035,13.04315297,1.604062088
44967.47877,12.68360459,-0.458919991,13.15821736,1.615568527
44967.47912,12.90926359,-0.459611582,13.38484716,1.638231507
44967.47947,12.96448471,-0.401219807,13.38174482,1.637921273
44967.47981,13.07651846,-0.460994763,13.55369214,1.655116005
44967.48016,13.1885522,-0.461686353,13.66655609,1.6664024
44967.48051,13.24377332,-0.403294578,13.66345376,1.666092167
44967.48086,13.24218181,-0.344902803,13.6034685,1.660093641
44967.4812,13.29740293,-0.345594394,13.65944953,1.665691744
44967.48155,13.40943668,-0.287202619,13.71323012,1.671069803
44967.4819,13.52147042,-0.346977575,13.88517743,1.688264534
44967.48225,13.57669154,-0.347669165,13.94115846,1.693862637
44967.48259,13.63191266,-0.17111066,13.8198894,1.681735731
44967.48294,13.7439464,-0.112718885,13.87366998,1.687113789
44967.48329,13.79916752,-0.05432711,13.87056765,1.686803556
44967.48363,13.85438864,0.004064664,13.86746531,1.686493322
44967.48398,13.85279713,-0.055710291,13.92564679,1.69231147
44967.48433,13.79439299,-0.115485247,13.92694534,1.692441325
44967.48468,13.79280147,0.120156624,13.68970999,1.66871779
44967.48502,13.6775847,0.001298302,13.69320899,1.66906769
44967.48537,1.37E+01,0.059690077,13.63322373,1.663069164
44967.48572,13.50396379,-8.48784E-05,13.52075644,1.651822435
44967.48606,13.55918491,-0.059859834,13.63582084,1.663328875
44967.48641,13.50078077,-0.001468059,13.51895266,1.651642057
44967.48676,13.385564,0.056923715,13.34520157,1.634266947
44967.48711,13.32715985,-0.00285124,13.34650012,1.634396803
44967.48745,13.26875571,0.055540534,13.22963194,1.622709985
44967.4878,13.2671642,0.054848944,13.22873005,1.622619796
44967.48815,13.26557269,0.054157354,13.22782816,1.622529607
44967.4885,13.15035592,0.112549128,13.05407706,1.605154497
44967.48884,13.26238966,0.111857538,13.16694101,1.616440892
44967.48919,13.20398552,0.170249313,13.05007284,1.604754075
44967.48954,13.03195612,0.228641087,12.81943882,1.581690673
44967.48988,13.08717724,0.227949497,12.87541985,1.587288776
44967.49023,13.08558573,0.227257907,12.87451796,1.587198587
44967.49058,12.97036896,0.226566316,12.75985023,1.575731813
44967.49093,12.85515218,0.284958091,12.58609913,1.558356704
44967.49127,12.79674804,0.461516596,12.35106422,1.534853213
44967.49162,12.7383439,0.342658275,12.41144614,1.540891405
44967.49197,12.62312713,0.282883319,12.35586177,1.535332968
44967.49231,12.56472299,0.341275094,12.23899359,1.52364615
44967.49266,12.61994411,0.340583504,12.29497463,1.529244253
44967.49301,12.67516522,0.339891913,12.35095566,1.534842356
44967.49336,12.90082423,0.280116958,12.63666881,1.563413672
44967.4937,13.06967061,0.456675463,12.62916559,1.56266335
44967.49405,13.23851698,0.455983872,12.79891246,1.579638037
44967.4944,13.40736336,0.514375647,12.90957597,1.590704388
44967.49475,13.57620974,0.454600691,13.13840621,1.613587412
44967.49509,13.68824348,0.453909101,13.25127016,1.624873807
44967.49544,13.80027723,0.453217511,13.36413411,1.636160202
44967.49579,13.85549835,0.511609285,13.36103178,1.635849969
44967.49613,13.79709421,0.57000106,13.2441636,1.624163151
44967.49648,13.85231533,0.451142739,13.41831136,1.641577927
44967.49683,13.90753644,0.450451149,13.47429239,1.64717603
44967.49718,13.8491323,0.508842923,13.35742421,1.635489212
44967.49752,13.96116605,0.508151333,13.47028816,1.646775607
44967.49787,14.01638717,0.566543108,13.46718583,1.646465374
44967.49822,14.12842091,0.506768152,13.63913315,1.663660106
44967.49856,14.18364203,0.565159927,13.63603081,1.663349872
44967.49891,14.29567578,0.505384971,13.80797813,1.680544604
44967.49926,14.40770953,0.622860111,13.80267535,1.680014326
44967.49961,14.46293064,0.622168521,13.85865638,1.685612429
44967.49995,14.46133913,0.680560296,13.79867112,1.679613903
44967.5003,14.40293499,0.62078534,13.79996968,1.679743759
44967.50065,14.28771822,0.679177115,13.62621858,1.662368649
44967.501,14.11568882,0.678485524,13.45466793,1.645213583
44967.50134,13.94365942,0.677793934,13.28311727,1.628058518
44967.50169,13.77163002,0.618018978,13.17064998,1.616811789
44967.50204,13.54278799,0.617327387,12.94221641,1.593968432
44967.50238,13.31394595,0.557552432,12.7728662,1.577033411
44967.50273,13.08510392,0.556860841,12.54443262,1.554190053
44967.50308,12.79944926,0.615252616,12.20003276,1.519750067
44967.50343,12.68423249,0.496394295,12.20353176,1.520099967
44967.50377,12.45539046,0.6729528,11.79784809,1.4795316
44967.50412,12.34017369,0.67226121,11.68318036,1.468064827
44967.50447,12.39539481,0.612486254,11.79824475,1.479571266
44967.50481,12.3938033,0.611794664,11.79734286,1.479481077
44967.50516,12.56264967,0.670186438,11.90800637,1.490547428
44967.50551,12.73149605,0.610411483,12.13683661,1.513430452
44967.50586,12.95715506,0.609719892,12.3634664,1.536093431
44967.5062,13.18281406,0.549944937,12.64917956,1.564664747
44967.50655,13.57891096,0.608336711,12.98737475,1.598484266
44967.5069,13.86138259,0.607645121,13.27088747,1.626835538
44967.50725,14.31429212,0.725120261,13.60688221,1.660435012
44967.50759,14.65357639,0.60626194,14.06544458,1.706291249
44967.50794,14.93604802,0.546486984,14.40804066,1.740550857
44967.50829,15.21851966,0.604878759,14.63247001,1.762993792
44967.50863,15.38736603,0.663270534,14.74313351,1.774060142
44967.50898,15.49939978,0.603495578,14.91508083,1.791254874
44967.50933,15.44099564,0.602803988,14.85729602,1.785476393
44967.50968,15.32577887,0.602112397,14.74262829,1.77400962
44967.51002,15.09693684,0.601420807,14.51419471,1.751166262
44967.51037,14.92490744,0.541645851,14.40172742,1.739919533
44967.51072,14.58244015,0.659120991,13.94136128,1.693882919
44967.51106,14.41041075,0.599346035,13.82889399,1.68263619
44967.51141,14.12475609,0.598654445,13.54357749,1.65410454
44967.51176,13.83910143,0.597962854,13.258261,1.625572891
44967.51211,13.78069729,0.597271264,13.20047619,1.619794409
44967.51245,13.60866788,0.655663039,12.96984217,1.596731008
44967.5128,13.60707637,0.654971448,12.96894028,1.596640819
44967.51315,13.66229749,0.713363223,12.96583794,1.596330585
44967.5135,13.60389335,0.712671632,12.90805313,1.590552104
44967.51384,13.7159271,0.771063407,12.96183372,1.595930162
44967.51419,13.82796084,0.711288452,13.13378103,1.613124894
44967.51454,13.88318196,0.651513496,13.24884543,1.624631334
44967.51488,14.1656536,0.709905271,13.47327478,1.647074269
44967.51523,14.3913126,0.59104695,13.8180713,1.681553921
44967.51558,14.67378424,0.649438724,14.04250065,1.703996856
44967.51593,15.06988113,0.707830499,14.38069584,1.737816375
44967.51627,15.23872751,0.707138909,14.55044271,1.754791062
44967.51662,15.35076126,0.647363953,14.72239003,1.771985794
44967.51697,15.57642026,0.705755728,14.88993646,1.788740437
44967.51731,15.63164138,0.645980772,15.00500085,1.800246876
44967.51766,15.57323724,0.822539277,14.76996595,1.776743386
44967.51801,15.45802047,0.762764322,14.71438158,1.771184949
44967.51836,15.3428037,0.762072731,14.59971385,1.759718176
44967.5187,15.00033641,0.702297775,14.3165978,1.73140657
44967.51905,14.4306186,0.819772915,13.62869996,1.662616787
44967.5194,14.42902709,0.75999796,13.68688144,1.668434935
44967.51975,13.80249665,0.700223004,13.11935078,1.611681869
44967.52009,13.23277884,0.640448048,12.60870305,1.560617096
44967.52044,12.77668629,0.698839823,12.09365442,1.509112233
44967.52079,12.20696849,0.698148233,11.52392332,1.452139123
44967.52113,11.63725068,0.697456642,10.95419222,1.395166013
44967.52148,11.29478339,0.578598321,10.73015954,1.372762744
44967.52183,11.12275399,0.518823365,10.61769225,1.361516016
44967.52218,11.17797511,0.399965044,10.79184001,1.378930792
44967.52252,11.40363411,0.222023358,11.1957199,1.419318781
44967.52287,11.68610575,0.044081672,11.65648271,1.465395062
44967.52322,11.96857738,0.043390081,11.93999542,1.493746333
44967.52356,12.08061113,-0.311801701,12.40735956,1.540482747
44967.52391,11.8517691,-0.371576657,12.23800936,1.523547726
44967.52426,11.33886392,-0.372268247,11.72516118,1.472262908
44967.52461,10.59870822,-0.550209933,11.16203141,1.415949932
