"date","hono","flag"
2023-02-10 09:49:28,-1.39656200529731,1
2023-02-10 09:49:58,-1.33980265659459,1
2023-02-10 09:50:28,-1.3420073078919,1
2023-02-10 09:50:58,-1.23069326178378,1
2023-02-10 09:51:28,-1.16952461048649,1
2023-02-10 09:51:55,-1.05380126178379,1
2023-02-10 09:52:21,-0.992632610486496,1
2023-02-10 09:52:59,-1.2240793078919,1
2023-02-10 09:53:29,-1.21967000529731,1
2023-02-10 09:53:59,-1.27863400529731,1
2023-02-10 09:54:29,-1.33980265659459,1
2023-02-10 09:54:59,-1.39656200529731,1
2023-02-10 09:55:29,-1.27642935400002,1
2023-02-10 09:55:59,-1.33539335400001,1
2023-02-10 09:56:29,-1.27863400529731,1
2023-02-10 09:56:59,-1.27642935400002,1
2023-02-10 09:57:29,-1.27863400529731,1
2023-02-10 09:57:59,-1.45111670270271,1
2023-02-10 09:58:29,-1.33539335400001,1
2023-02-10 09:58:44,-1.63021335400001,1
2023-02-10 09:59:22,-1.57124935400001,1
2023-02-10 09:59:52,-1.62800870270271,1
2023-02-10 10:00:22,-1.51008070270271,1
2023-02-10 10:00:52,-1.62359940010811,1
2023-02-10 10:01:22,-1.56904470270272,1
2023-02-10 10:01:52,-1.39435735400001,1
2023-02-10 10:02:22,-1.56684005140541,1
2023-02-10 10:02:52,-1.39215270270271,1
2023-02-10 10:03:22,-1.33539335400001,1
2023-02-10 10:03:52,-1.39435735400001,1
2023-02-10 10:04:22,-1.44891205140542,1
2023-02-10 10:04:52,-1.33539335400001,1
2023-02-10 10:05:22,-1.50567140010811,1
2023-02-10 10:05:52,-1.39435735400001,1
2023-02-10 10:06:22,-1.45111670270271,1
2023-02-10 10:06:52,-1.39215270270271,1
2023-02-10 10:07:22,-1.33539335400001,1
2023-02-10 10:07:52,-1.44891205140542,1
2023-02-10 10:08:22,-1.39215270270271,1
2023-02-10 10:08:52,-1.45111670270271,1
2023-02-10 10:09:22,-1.50787605140542,1
2023-02-10 10:09:52,-1.39215270270271,1
2023-02-10 10:10:01,-1.1651153078919,1
2023-02-10 10:10:19,-1.15850135400001,1
2023-02-10 10:10:31,-1.33318870270271,1
2023-02-10 10:10:46,-1.39215270270271,1
2023-02-10 10:11:02,-1.27422470270272,1
2023-02-10 10:11:40,-1.27642935400002,1
2023-02-10 10:12:10,-1.16070600529731,1
2023-02-10 10:12:40,-1.27642935400002,1
2023-02-10 10:13:10,-1.21967000529731,1
2023-02-10 10:13:40,-1.33539335400001,1
2023-02-10 10:14:10,-1.16070600529731,1
2023-02-10 10:14:40,-1.16070600529731,1
2023-02-10 10:15:10,-1.21967000529731,1
2023-02-10 10:15:40,-1.21746535400002,1
2023-02-10 10:16:10,-1.21967000529731,1
2023-02-10 10:16:40,-1.16070600529731,1
2023-02-10 10:17:10,-1.27863400529731,1
2023-02-10 10:17:40,-1.21967000529731,1
2023-02-10 10:18:10,-1.33318870270271,1
2023-02-10 10:18:40,-1.33318870270271,1
2023-02-10 10:19:10,-1.33318870270271,1
2023-02-10 10:19:40,-1.33318870270271,1
2023-02-10 10:20:10,-1.38994805140542,1
2023-02-10 10:20:40,-1.33318870270271,1
2023-02-10 10:21:10,-1.27642935400002,1
2023-02-10 10:21:40,-1.27422470270272,1
2023-02-10 10:22:10,-1.21746535400002,1
2023-02-10 10:22:34,-1.39435735400001,1
2023-02-10 10:22:48,-1.27642935400002,1
2023-02-10 10:23:26,-1.21746535400002,1
2023-02-10 10:23:56,-1.27642935400002,1
2023-02-10 10:24:26,-1.33539335400001,1
2023-02-10 10:24:56,-1.33318870270271,1
2023-02-10 10:25:26,-1.33539335400001,1
2023-02-10 10:25:56,-1.33539335400001,1
2023-02-10 10:26:26,-1.21967000529731,1
2023-02-10 10:26:56,-1.21967000529731,1
2023-02-10 10:27:26,-1.21746535400002,1
2023-02-10 10:27:56,-1.21967000529731,1
2023-02-10 10:28:26,-1.16070600529731,1
2023-02-10 10:28:56,-1.1629106565946,1
2023-02-10 10:29:26,-1.27642935400002,1
2023-02-10 10:29:56,-1.33318870270271,1
2023-02-10 10:30:26,-1.27642935400002,1
2023-02-10 10:30:56,-1.21746535400002,1
2023-02-10 10:31:26,-1.39215270270271,1
2023-02-10 10:31:56,-1.38994805140542,1
2023-02-10 10:32:26,-1.38994805140542,1
2023-02-10 10:32:56,-1.27642935400002,1
2023-02-10 10:33:26,-1.27422470270272,1
2023-02-10 10:33:56,-1.27422470270272,1
2023-02-10 10:34:26,-1.21746535400002,1
2023-02-10 10:34:56,-1.21746535400002,1
2023-02-10 10:35:26,-1.33318870270271,1
2023-02-10 10:35:56,-1.39215270270271,1
2023-02-10 10:36:26,-1.15850135400001,1
2023-02-10 10:36:56,-1.21526070270271,1
2023-02-10 10:37:26,-1.21746535400002,1
2023-02-10 10:37:56,-1.27422470270272,1
2023-02-10 10:38:26,-1.21746535400002,1
2023-02-10 10:38:56,-1.21746535400002,1
2023-02-10 10:39:26,-1.16070600529731,1
2023-02-10 10:39:56,-1.15409205140542,1
2023-02-10 10:40:26,-1.15188740010812,1
2023-02-10 10:40:56,-1.09292340010812,1
2023-02-10 10:41:26,-1.15188740010812,1
2023-02-10 10:41:56,-1.15188740010812,1
2023-02-10 10:42:26,-1.26761074881082,1
2023-02-10 10:42:56,-1.26540609751352,1
2023-02-10 10:43:26,-1.14968274881082,1
2023-02-10 10:43:56,-1.14747809751351,1
2023-02-10 10:44:26,-1.26540609751352,1
2023-02-10 10:44:56,-1.26540609751352,1
2023-02-10 10:45:26,-1.32437009751352,1
2023-02-10 10:45:56,-1.32216544621622,1
2023-02-10 10:46:26,-1.32216544621622,1
2023-02-10 10:46:56,-1.26540609751352,1
2023-02-10 10:47:26,-1.26320144621623,1
2023-02-10 10:47:56,-1.32216544621622,1
2023-02-10 10:48:26,-1.37892479491892,1
2023-02-10 10:48:56,-1.26761074881082,1
2023-02-10 10:49:26,-1.20864674881081,1
2023-02-10 10:49:56,-1.26761074881082,1
2023-02-10 10:50:26,-1.26540609751352,1
2023-02-10 10:50:56,-1.31996079491892,1
2023-02-10 10:51:26,-1.32216544621622,1
2023-02-10 10:51:56,-1.32216544621622,1
2023-02-10 10:52:26,-1.31996079491892,1
2023-02-10 10:52:56,-1.20644209751352,1
2023-02-10 10:53:26,-1.03616405140542,1
2023-02-10 10:53:56,-0.979404702702716,1
2023-02-10 10:54:26,-0.8091266565946,1
2023-02-10 10:54:56,-0.756776610486497,1
2023-02-10 10:55:26,-0.52973921567569,1
2023-02-10 10:55:56,-0.654281169567568,1
2023-02-10 10:56:26,-0.839991774756768,1
2023-02-10 10:56:56,-1.08466637994595,1
2023-02-10 10:57:26,-1.27478628772974,1
2023-02-10 10:57:56,-1.39932824162163,1
2023-02-10 10:58:26,-1.6572307545946,1
2023-02-10 10:58:56,-0.557318201297306,1
2023-02-10 10:59:26,-0.5639321551892,1
2023-02-10 10:59:56,-1.42634564221623,1
2023-02-10 11:00:26,-2.12289038572974,1
2023-02-10 11:00:56,-2.41330108313515,1
2023-02-10 11:01:26,-2.29978238572973,1
2023-02-10 11:01:56,-2.25625094481081,1
2023-02-10 11:02:26,-2.3306475038919,1
2023-02-10 11:02:56,-2.51856276037839,1
2023-02-10 11:03:26,-2.41165801686488,1
2023-02-10 11:03:56,-2.65192331945946,1
2023-02-10 11:04:26,-2.65412797075678,1
2023-02-10 11:04:56,-2.65633262205406,1
2023-02-10 11:05:26,-2.65853727335136,1
2023-02-10 11:05:56,-2.48605457594595,1
2023-02-10 11:06:26,-2.60398257594595,1
2023-02-10 11:06:56,-2.54722322724326,1
2023-02-10 11:07:26,-2.60618722724325,1
2023-02-10 11:07:56,-2.54722322724326,1
2023-02-10 11:08:26,-2.49266852983784,1
2023-02-10 11:08:56,-2.66515122724326,1
2023-02-10 11:09:26,-2.72411522724325,1
2023-02-10 11:09:56,-2.55163252983784,1
2023-02-10 11:10:26,-2.67176518113514,1
2023-02-10 11:10:56,-2.73072918113514,1
2023-02-10 11:11:26,-2.73513848372973,1
2023-02-10 11:11:56,-2.85306648372974,1
2023-02-10 11:12:26,-2.85306648372974,1
2023-02-10 11:12:56,-2.80953504281081,1
2023-02-10 11:13:26,-1.98900993043244,1
2023-02-10 11:13:56,-0.177681659567575,1
2023-02-10 11:14:26,3.51993302627027,1
2023-02-10 11:14:56,6.91555217318918,1
2023-02-10 11:15:26,10.6555751298919,1
2023-02-10 11:15:56,14.6027936197297,1
2023-02-10 11:16:26,17.9603721095676,1
2023-02-10 11:16:56,20.0014623227568,1
2023-02-10 11:17:26,20.9294120748649,1
2023-02-10 11:17:56,20.9100901094054,1
2023-02-10 11:18:26,20.1292070315676,1
2023-02-10 11:18:56,18.6958722361622,1
2023-02-10 11:19:26,17.4245584667027,1
2023-02-10 11:19:56,16.188519118,1
2023-02-10 11:20:26,15.2037683283784,1
2023-02-10 11:20:56,14.4658967952432,1
2023-02-10 11:21:26,13.911531216,1
2023-02-10 11:21:56,13.5886123341622,1
2023-02-10 11:22:26,13.0342467549189,1
2023-02-10 11:22:56,12.8204372678919,1
2023-02-10 11:23:26,12.4909044321622,1
2023-02-10 11:23:56,12.3906136425405,1
2023-02-10 11:24:26,12.0544668529189,1
2023-02-10 11:24:56,11.9475621094054,1
2023-02-10 11:25:26,11.7794887145946,0
2023-02-10 11:25:56,11.7816933658919,0
2023-02-10 11:26:26,11.8974167145946,0
2023-02-10 11:26:56,12.1266587607027,0
2023-02-10 11:27:26,12.1244541094054,0
2023-02-10 11:27:56,12.2401774581081,0
2023-02-10 11:28:26,12.4672148529189,0
2023-02-10 11:28:56,12.4650102016216,0
2023-02-10 11:29:26,12.637492899027,0
2023-02-10 11:29:56,12.7510115964324,0
2023-02-10 11:30:26,12.7488069451351,0
2023-02-10 11:30:56,12.6898429451351,0
2023-02-10 11:31:26,12.7466022938378,0
2023-02-10 11:31:56,12.8011569912432,0
2023-02-10 11:32:26,12.9736396886486,0
2023-02-10 11:32:56,13.0303990373513,0
2023-02-10 11:33:26,12.9102663860541,0
2023-02-10 11:33:56,12.9648210834595,0
2023-02-10 11:34:26,12.9626164321622,0
2023-02-10 11:34:56,12.9604117808649,0
2023-02-10 11:35:26,13.0193757808649,0
2023-02-10 11:35:56,13.0215804321622,0
2023-02-10 11:36:26,12.7857244321622,0
2023-02-10 11:36:56,12.7901337347568,0
2023-02-10 11:37:26,12.7311697347568,0
2023-02-10 11:37:56,12.6198556886487,0
2023-02-10 11:38:26,12.7355790373513,0
2023-02-10 11:38:56,12.6198556886487,0
2023-02-10 11:39:26,12.4473729912432,0
2023-02-10 11:39:56,12.4495776425405,0
2023-02-10 11:40:26,12.3338542938378,0
2023-02-10 11:40:56,12.3338542938378,0
2023-02-10 11:41:26,12.3338542938378,0
2023-02-10 11:41:56,12.1613715964324,0
2023-02-10 11:42:26,12.2748902938378,0
2023-02-10 11:42:56,12.1591669451351,0
2023-02-10 11:43:26,11.929924899027,0
2023-02-10 11:43:56,11.9866842477297,0
2023-02-10 11:44:26,11.9866842477297,0
2023-02-10 11:44:56,11.8731655503243,0
2023-02-10 11:45:26,11.7006828529189,0
2023-02-10 11:45:56,11.4670315042162,0
2023-02-10 11:46:26,11.5282001555135,0
2023-02-10 11:46:56,11.4736454581081,0
2023-02-10 11:47:26,11.3579221094054,0
2023-02-10 11:47:56,11.4146814581081,0
2023-02-10 11:48:26,11.4714408068108,0
2023-02-10 11:48:56,11.7574422016216,0
2023-02-10 11:49:26,11.7508282477297,0
2023-02-10 11:49:56,11.9211062938378,0
2023-02-10 11:50:26,12.0324203399459,0
2023-02-10 11:50:56,12.2616623860541,0
2023-02-10 11:51:26,12.3751810834595,0
2023-02-10 11:51:56,12.4886997808649,0
2023-02-10 11:52:26,12.4864951295676,0
2023-02-10 11:52:56,12.3707717808649,0
2023-02-10 11:53:26,12.5454591295676,0
2023-02-10 11:53:56,12.6022184782703,0
2023-02-10 11:54:26,12.4864951295676,0
2023-02-10 11:54:56,12.600013826973,0
2023-02-10 11:55:26,12.5978091756757,0
2023-02-10 11:55:56,12.7702918730811,0
2023-02-10 11:56:26,12.7680872217838,0
2023-02-10 11:56:56,12.9405699191892,0
2023-02-10 11:57:26,12.9361606165946,0
2023-02-10 11:57:56,12.9929199652973,0
2023-02-10 11:58:26,12.9339559652973,0
2023-02-10 11:58:56,12.9361606165946,0
2023-02-10 11:59:26,12.7636779191892,0
2023-02-10 11:59:56,12.5933998730811,0
2023-02-10 12:00:26,12.423121826973,0
2023-02-10 12:00:56,12.3118077808649,0
2023-02-10 12:01:26,12.0847703860541,0
2023-02-10 12:01:56,11.9166969912432,0
2023-02-10 12:02:26,11.6896595964324,0
2023-02-10 12:02:56,11.3468988529189,0
2023-02-10 12:03:26,11.3513081555135,0
2023-02-10 12:03:56,10.9473787607027,0
2023-02-10 12:04:26,10.8338600632973,0
2023-02-10 12:04:56,10.949583412,0
2023-02-10 12:05:26,10.949583412,0
2023-02-10 12:05:56,11.0608974581081,0
2023-02-10 12:06:26,11.2901395042162,0
2023-02-10 12:06:56,11.517176899027,0
2023-02-10 12:07:26,11.8031782938378,0
2023-02-10 12:07:56,12.1415297347568,0
2023-02-10 12:08:26,12.4253264782703,0
2023-02-10 12:08:56,12.7614732678919,0
2023-02-10 12:09:26,13.2199573601081,0
2023-02-10 12:09:56,13.5627181036216,0
2023-02-10 12:10:26,13.7875508471351,0
2023-02-10 12:10:56,13.8988648932432,0
2023-02-10 12:11:26,14.0713475906486,0
2023-02-10 12:11:56,14.0145882419459,0
2023-02-10 12:12:26,13.9010695445405,0
2023-02-10 12:12:56,13.6740321497297,0
2023-02-10 12:13:26,13.5627181036216,0
2023-02-10 12:13:56,13.1042340114054,0
2023-02-10 12:14:26,12.9929199652973,0
2023-02-10 12:14:56,12.7091232217838,0
2023-02-10 12:15:26,12.4253264782703,0
2023-02-10 12:15:56,12.3685671295676,0
2023-02-10 12:16:26,12.1393250834595,0
2023-02-10 12:16:56,12.1393250834595,0
2023-02-10 12:17:26,12.1371204321622,0
2023-02-10 12:17:56,12.0803610834595,0
2023-02-10 12:18:26,12.1349157808649,0
2023-02-10 12:18:56,12.3073984782703,0
2023-02-10 12:19:26,12.423121826973,0
2023-02-10 12:19:56,12.6479545704865,0
2023-02-10 12:20:26,12.9929199652973,0
2023-02-10 12:20:56,13.2177527088108,0
2023-02-10 12:21:26,13.5561041497297,0
2023-02-10 12:21:56,13.7263821958378,0
2023-02-10 12:22:26,13.8988648932432,0
2023-02-10 12:22:56,14.0669382880541,0
2023-02-10 12:23:26,14.1826616367568,0
2023-02-10 12:23:56,13.9490102880541,0
2023-02-10 12:24:26,13.8944555906487,0
2023-02-10 12:24:56,13.7809368932432,0
2023-02-10 12:25:26,13.499344801027,0
2023-02-10 12:25:56,12.813823314,0
2023-02-10 12:26:26,12.872787314,0
2023-02-10 12:26:56,12.3073984782703,0
2023-02-10 12:27:26,11.7987689912432,0
2023-02-10 12:27:56,11.2857302016216,0
2023-02-10 12:28:26,10.7181367145946,0
2023-02-10 12:28:56,10.1505432275676,0
2023-02-10 12:29:26,9.92791513535135,2
2023-02-10 12:29:56,9.81660108924324,2
2023-02-10 12:30:26,9.99128843794595,2
2023-02-10 12:30:56,10.3952178327568,2
2023-02-10 12:31:26,10.8559065762703,2
2023-02-10 12:31:56,11.1397033197838,2
2023-02-10 12:32:26,11.6070060171892,2
2023-02-10 12:32:56,11.4389326223784,2
2023-02-10 12:33:26,10.9280984840541,2
2023-02-10 12:33:56,10.3671189509189,2
2023-02-10 12:34:26,9.29310062816216,2
2023-02-10 12:34:56,7.987635608,2
2023-02-10 12:35:26,6.91582193654054,2
2023-02-10 12:35:56,5.66711626508108,2
2023-02-10 12:36:26,4.47516994232432,2
2023-02-10 12:36:56,3.56922501437838,2
2023-02-10 12:37:26,2.72003943513513,2
2023-02-10 12:37:56,2.09568659940541,2
2023-02-10 12:38:26,1.64161180978378,2
2023-02-10 12:38:56,1.36001971756757,2
2023-02-10 12:39:26,1.07842762535135,2
2023-02-10 12:39:56,0.851390230540539,2
2023-02-10 12:40:26,0.619943533135136,2
2023-02-10 12:40:56,0.508629487027024,2
2023-02-10 12:41:26,0.279387440918919,2
2023-02-10 12:41:56,0.281592092216215,2
2023-02-10 12:42:26,0.283796743513512,2
2023-02-10 12:42:56,0.22483274351351,2
2023-02-10 12:43:26,0.342760743513509,2
2023-02-10 12:43:56,0.283796743513512,2
2023-02-10 12:44:26,0.170278046108107,2
2023-02-10 12:44:56,0.168073394810808,2
2023-02-10 12:45:26,0.1157233487027,2
2023-02-10 12:45:56,0.054554697405403,2
2023-02-10 12:46:26,0.113518697405405,2
2023-02-10 12:46:56,0.1157233487027,2
2023-02-10 12:47:26,0.0589639999999976,2
2023-02-10 12:47:56,0.1157233487027,2
2023-02-10 12:48:26,0,2
2023-02-10 12:48:56,0,2
2023-02-10 12:49:26,0,2
2023-02-10 12:49:56,0,2
2023-02-10 12:50:26,0,2
2023-02-10 12:50:56,0,2
2023-02-10 12:51:26,0,2
2023-02-10 12:51:56,0,2
2023-02-10 12:52:26,0,2
2023-02-10 12:52:56,0,2
2023-02-10 12:53:26,0,2
2023-02-10 12:53:56,0,2
2023-02-10 12:54:26,0,2
2023-02-10 12:54:56,0,2
2023-02-10 12:55:26,0,2
2023-02-10 12:55:56,0,2
2023-02-10 12:56:26,0,2
2023-02-10 12:56:56,0,2
2023-02-10 12:57:26,0,2
2023-02-10 12:57:56,0,2
2023-02-10 12:58:26,0.286209027200142,2
2023-02-10 12:58:56,0.511249403102979,2
2023-02-10 12:59:26,0.904363173816629,2
2023-02-10 12:59:56,1.8127203854492,2
2023-02-10 13:00:26,2.88694634059528,2
2023-02-10 13:00:56,4.18600503925488,2
2023-02-10 13:01:26,6.1749945275361,2
2023-02-10 13:01:56,8.09840606192543,2
2023-02-10 13:02:26,9.96505824761205,2
2023-02-10 13:02:56,11.8361197358933,2
2023-02-10 13:03:26,13.5369031780664,2
2023-02-10 13:03:56,14.776997876726,2
2023-02-10 13:04:26,15.798873785764,2
2023-02-10 13:04:56,16.3666749051803,2
2023-02-10 13:05:26,16.6484746297859,2
2023-02-10 13:05:56,16.5941275647698,2
2023-02-10 13:06:26,16.3672978023483,2
2023-02-10 13:06:56,16.0269493425214,2
2023-02-10 13:07:26,15.5163228365864,2
2023-02-10 13:07:56,14.8310089819487,2
2023-02-10 13:08:26,14.381551127311,2
2023-02-10 13:08:56,13.6416825752679,2
2023-02-10 13:09:26,13.1332607206302,2
2023-02-10 13:09:56,12.4501515172898,2
2023-02-10 13:10:26,11.9373203600575,2
2023-02-10 13:10:56,11.3699345054198,2
2023-02-10 13:11:26,11.0317906968902,2
2023-02-10 13:11:56,10.8617202831714,2
2023-02-10 13:12:26,10.4602031720472,2
2023-02-10 13:12:56,10.4080607583285,2
2023-02-10 13:13:26,10.2379903446097,2
2023-02-10 13:13:56,10.238197976999,2
2023-02-10 13:14:26,10.1226822606856,2
2023-02-10 13:14:56,10.0093711956696,2
2023-02-10 13:15:26,10.1275068280589,2
2023-02-10 13:15:56,9.95302711174551,2
2023-02-10 13:16:26,9.95543939543213,2
2023-02-10 13:16:56,9.89668302782145,2
2023-02-10 13:17:26,9.89909531150808,2
2023-02-10 13:17:56,9.785784246492,2
2023-02-10 13:18:26,9.78378722758403,0
2023-02-10 13:18:56,9.84295885997335,0
2023-02-10 13:19:26,9.89992584106539,0
2023-02-10 13:19:56,9.83896482215742,0
2023-02-10 13:20:26,9.72344910584404,0
2023-02-10 13:20:56,9.89613943563877,0
2023-02-10 13:21:26,9.8963470680281,0
2023-02-10 13:21:56,10.0078687465255,0
2023-02-10 13:22:26,10.237318425023,0
2023-02-10 13:22:56,10.4645634522231,0
2023-02-10 13:23:26,10.5215304333151,0
2023-02-10 13:23:56,10.8033301579207,0
2023-02-10 13:24:26,11.0349844877154,0
2023-02-10 13:24:56,11.3189888636183,0
2023-02-10 13:25:26,11.6007885882238,0
2023-02-10 13:25:56,11.9415523128293,0
2023-02-10 13:26:26,12.2823160374349,0
2023-02-10 13:26:56,12.5663204133377,0
2023-02-10 13:27:26,12.9092887892406,0
2023-02-10 13:27:56,13.0753651651434,0
2023-02-10 13:28:26,13.1912961462354,0
2023-02-10 13:28:56,13.3072271273275,0
2023-02-10 13:29:26,13.1939160623114,0
2023-02-10 13:29:56,13.019436345998,0
2023-02-10 13:30:26,12.7948112348738,0
2023-02-10 13:30:56,12.6792955185604,0
2023-02-10 13:31:26,12.5681891048417,0
2023-02-10 13:31:56,12.3981186911229,0
2023-02-10 13:32:26,12.3393623235122,0
2023-02-10 13:32:56,12.1670872584961,0
2023-02-10 13:33:26,12.2830182395882,0
2023-02-10 13:33:56,12.1107431745721,0
2023-02-10 13:34:26,12.3401928530695,0
2023-02-10 13:34:56,12.2246771367561,0
2023-02-10 13:35:26,12.1659207691455,0
2023-02-10 13:35:56,12.1093690528321,0
2023-02-10 13:36:26,12.1707453365187,0
2023-02-10 13:36:56,12.0574342715026,0
2023-02-10 13:37:26,12.0008825551893,0
2023-02-10 13:37:56,11.9465354901732,0
2023-02-10 13:38:26,11.8310197738598,0
2023-02-10 13:38:56,11.719913360141,0
2023-02-10 13:39:26,11.429710295125,0
2023-02-10 13:39:56,11.6613646249197,0
2023-02-10 13:40:26,11.661572257309,0
2023-02-10 13:40:56,11.718539238401,0
2023-02-10 13:41:26,11.9435796143039,0
2023-02-10 13:41:56,12.2275839902067,0
2023-02-10 13:42:26,12.3980696687042,0
2023-02-10 13:42:56,12.5663506959043,0
2023-02-10 13:43:26,12.739041025699,0
2023-02-10 13:43:56,13.0230454016019,0
2023-02-10 13:44:26,13.0210483826939,0
2023-02-10 13:44:56,12.9600873637859,0
2023-02-10 13:45:26,13.0192589961753,0
2023-02-10 13:45:56,12.9059479311592,0
2023-02-10 13:46:26,12.9061555635485,0
2023-02-10 13:46:56,12.8496038472351,0
2023-02-10 13:47:26,12.6795334335164,0
2023-02-10 13:47:56,12.622981717203,0
2023-02-10 13:48:26,12.679948698295,0
2023-02-10 13:48:56,12.6256016332789,0
2023-02-10 13:49:26,12.6847732656683,0
2023-02-10 13:49:56,12.5692575493549,0
2023-02-10 13:50:26,12.5716698330415,0
2023-02-10 13:50:56,12.4539494654308,0
2023-02-10 13:51:26,12.4563617491174,0
2023-02-10 13:51:56,12.2818820328041,0
2023-02-10 13:52:26,12.2231256651934,0
2023-02-10 13:52:56,12.22553794888,0
2023-02-10 13:53:26,12.1689862325667,0
2023-02-10 13:53:56,12.1124345162533,0
2023-02-10 13:54:26,12.2873294973453,0
2023-02-10 13:54:56,12.2875371297346,0
2023-02-10 13:55:26,12.0562980647186,0
2023-02-10 13:55:56,12.0565056971079,0
2023-02-10 13:56:26,12.0611226320918,0
