date,ch1,ch2,hono,error
44968.76075,1.484249566,1.386613546,0.099472408,0.145723054
44968.7611,1.539504791,1.267756537,0.273653006,0.163141113
44968.76145,1.424496762,1.385365683,0.040893537,0.139865166
44968.76179,1.479751986,1.266508674,0.215074135,0.157283226
44968.76214,1.648516047,1.38411782,0.266437853,0.162419598
44968.76249,1.760525689,1.442610427,0.320093472,0.16778516
44968.76284,1.815780913,1.382869957,0.43515753,0.179291566
44968.76318,1.871036138,1.382246026,0.491105051,0.184886318
44968.76353,1.98304578,1.322505556,0.662993747,0.202075187
44968.76388,1.924792169,1.321881625,0.605291993,0.196305012
44968.76422,1.980047394,1.380374232,0.602122975,0.19598811
44968.76457,2.035302618,1.320633762,0.717187034,0.207494516
44968.76492,2.14731226,1.320009831,0.829959191,0.218771732
44968.76527,2.316076321,1.378502438,0.940439447,0.229819757
44968.76561,2.598349216,1.377878507,1.223685517,0.258144364
44968.76596,2.710358859,1.318138037,1.395574213,0.275333234
44968.76631,2.879122919,1.317514106,1.565171008,0.292292913
44968.76665,3.047886979,1.376006713,1.675651264,0.303340939
44968.767,3.046387786,1.375382781,1.674774147,0.303253227
44968.76735,3.158397428,1.37475885,1.787546305,0.314530443
44968.7677,3.156898235,1.374134919,1.786669188,0.314442731
44968.76804,3.041890206,1.314394449,1.731259335,0.308901746
44968.76839,2.983636595,1.432003595,1.555324504,0.291308263
44968.76874,2.868628566,1.372263125,1.499914651,0.285767278
44968.76909,2.640111701,1.312522655,1.330855524,0.268861365
44968.76943,2.525103672,1.430131801,1.098096055,0.245585418
44968.76978,2.353341225,1.311274792,1.044978104,0.240273623
44968.77013,2.238333196,1.369767399,0.871335174,0.22290933
44968.77047,2.066570749,1.369143468,0.699984145,0.205774227
44968.77082,2.008317138,1.368519537,0.642282391,0.200004052
44968.77117,1.893309109,1.308779067,0.586872538,0.194463067
44968.77152,1.77830108,1.426388213,0.35411307,0.17118712
44968.77186,1.776801887,1.307531204,0.47146903,0.182922716
44968.77221,1.60503944,1.306907273,0.300118002,0.165787613
44968.77256,1.603540246,1.247166803,0.358357423,0.171611555
44968.7729,1.545286635,1.30565941,0.241539131,0.159929726
44968.77325,1.60054186,1.364152017,0.238370112,0.159612824
44968.7736,1.485533831,1.422644624,0.064727182,0.142248531
44968.77395,1.540789055,1.244671077,0.298024318,0.165578245
44968.77429,1.539289862,1.362280223,0.178914124,0.153667225
44968.77464,1.537790668,1.361656292,0.178037008,0.153579513
44968.77499,1.536291475,1.361032361,0.177159891,0.153491802
44968.77534,1.5915467,1.419524968,0.173990873,0.1531749
44968.77568,1.590047506,1.418901036,0.173113756,0.153087188
44968.77603,1.645302731,1.359160567,0.288177815,0.164593594
44968.77638,1.58704912,1.299420097,0.289592599,0.164735073
44968.77672,1.528795508,1.357912704,0.172774306,0.153053243
44968.77707,1.584050733,1.298172234,0.287838365,0.164559649
44968.77742,1.525797122,1.356664841,0.171020073,0.15287782
44968.77777,1.46754351,1.35604091,0.113318318,0.147107645
44968.77811,1.522798735,1.355416979,0.169265839,0.152702397
44968.77846,1.464545124,1.354793047,0.111564085,0.146932221
44968.77881,1.349537095,1.413285654,-0.062078845,0.129567928
44968.77915,1.348037901,1.412661723,-0.062955962,0.129480217
44968.7795,1.28978429,1.352921253,-0.061541178,0.129621695
44968.77985,1.288285097,1.352297322,-0.062418294,0.129533983
44968.7802,1.230031486,1.410789929,-0.179236587,0.117852154
44968.78054,1.228532292,1.410165998,-0.180113704,0.117764442
44968.78089,1.227033099,1.350425528,-0.121874282,0.123588384
44968.78124,1.282288324,1.408918135,-0.125043301,0.123271483
44968.78159,1.28078913,1.290061127,-0.00768734,0.135007079
44968.78193,1.165781101,1.348553734,-0.18133027,0.117642786
44968.78228,1.221036326,1.407046341,-0.184499288,0.117325884
44968.78263,1.27629155,1.40642241,-0.128551768,0.122920636
44968.78297,1.274792357,1.464915017,-0.188545424,0.11692127
44968.78332,1.216538746,1.405174547,-0.187130639,0.117062749
44968.78367,1.27179397,1.345434077,-0.07206658,0.128569155
44968.78402,1.213540359,1.403926684,-0.188884873,0.116887325
44968.78436,1.268795583,1.344186214,-0.073820814,0.128393731
44968.78471,1.210541972,1.402678822,-0.190639107,0.116711902
44968.78506,1.322551615,1.40205489,-0.077866949,0.127989118
44968.7854,1.150789168,1.401430959,-0.249217978,0.110854015
44968.78575,1.149289974,1.341690489,-0.190978556,0.116677957
44968.7861,1.204545199,1.400183096,-0.194147574,0.116361055
44968.78645,1.259800423,1.399559165,-0.138200054,0.121955807
44968.78679,1.25830123,1.398935234,-0.139077171,0.121868096
44968.78714,1.256802037,1.398311302,-0.139954288,0.121780384
44968.78749,1.198548426,1.338570832,-0.138539503,0.121921862
44968.78784,1.25380365,1.337946901,-0.082591983,0.127516614
44968.78818,1.252304457,1.33732297,-0.0834691,0.127428903
44968.78853,1.194050845,1.395815577,-0.200287392,0.115747073
44968.78888,1.192551652,1.276958568,-0.082931432,0.12748267
44968.78922,1.191052459,1.276334637,-0.083808549,0.127394958
44968.78957,1.132798848,1.216594167,-0.082393764,0.127536436
44968.78992,1.074545236,1.275086774,-0.199212057,0.115854607
44968.79027,1.016291625,1.274462843,-0.256913811,0.110084432
44968.79061,1.07154685,1.273838912,-0.200966291,0.115679184
44968.79096,1.013293239,1.27321498,-0.258668045,0.109909008
44968.79131,1.068548463,1.272591049,-0.202720525,0.11550376
44968.79165,1.06704927,1.212850579,-0.144481103,0.121327702
44968.792,1.122304494,1.271343186,-0.147650121,0.121010801
44968.79235,1.007296465,1.270719255,-0.262176513,0.109558161
44968.7927,1.06255169,1.151862247,-0.087995915,0.126976221
44968.79304,0.947543661,1.269471392,-0.320755384,0.103700274
44968.79339,1.002798885,1.209730922,-0.205691325,0.11520668
44968.79374,1.001299692,1.209106991,-0.206568441,0.115118969
44968.79409,1.056554916,1.20848306,-0.150620921,0.120713721
44968.79443,1.055055723,1.207859128,-0.151498038,0.120626009
44968.79478,1.110310947,1.207235197,-0.095550518,0.126220761
44968.79513,0.995302918,1.206611266,-0.210076909,0.114768122
44968.79547,0.993803725,1.146870796,-0.151837487,0.120592064
44968.79582,0.992304532,1.382713019,-0.389180758,0.096857737
44968.79617,0.934050921,1.204739472,-0.269532897,0.108822523
44968.79652,0.932551727,1.263232079,-0.329526552,0.102823157
44968.79686,0.987806952,1.380841225,-0.391812109,0.096594602
44968.79721,0.872798923,1.439333832,-0.565455039,0.079230309
44968.79756,0.928054147,1.379593362,-0.45039098,0.090736715
44968.7979,0.983309372,1.319852892,-0.335326921,0.102243121
44968.79825,0.981810178,1.437462038,-0.454437115,0.090332101
44968.7986,0.980310985,1.436838107,-0.455314232,0.09024439
44968.79895,0.922057374,1.436214175,-0.513015986,0.084474214
44968.79929,0.920558181,1.435590244,-0.513893103,0.084386502
44968.79964,0.919058987,1.434966313,-0.51477022,0.084298791
44968.79999,0.860805376,1.434342381,-0.572471974,0.078528615
44968.80034,0.9160606,1.315485373,-0.398291377,0.095946675
44968.80068,0.971315825,1.37397798,-0.401460395,0.095629773
44968.80103,0.913062214,1.491587126,-0.577395226,0.07803629
44968.80138,0.968317438,1.372730117,-0.403214628,0.09545435
44968.80172,1.023572663,1.431222724,-0.406383647,0.095137448
44968.80207,1.078827887,1.371482255,-0.291319588,0.106643854
44968.80242,1.020574276,1.370858323,-0.349021342,0.100873679
44968.80277,1.132583918,1.42935093,-0.295365723,0.10623924
44968.80311,1.131084725,1.369610461,-0.237126301,0.112063183
44968.80346,1.072831114,1.368986529,-0.294828055,0.106293007
44968.80381,1.184840756,1.368362598,-0.182055898,0.117570223
44968.80415,1.126587145,1.367738667,-0.239757652,0.111800048
44968.8045,1.125087952,1.426231274,-0.299751307,0.105800682
44968.80485,1.123588758,1.425607342,-0.300628424,0.10571297
44968.8052,1.122089565,1.424983411,-0.301505541,0.105625259
44968.80554,1.120590372,1.306126403,-0.184149581,0.117360855
44968.80589,1.175845596,1.423735548,-0.246435138,0.111132299
44968.80624,1.231100821,1.423111617,-0.190487617,0.116727051
44968.80659,1.229601627,1.363371147,-0.132248196,0.122550993
44968.80693,1.34161127,1.362747216,-0.019476038,0.133828209
44968.80728,1.396866494,1.303006746,0.095588021,0.145334615
44968.80763,1.281858465,1.361499353,-0.078054909,0.127970322
44968.80797,1.33711369,1.41999196,-0.081223927,0.12765342
44968.80832,1.278860078,1.419368029,-0.138925681,0.121883245
44968.80867,1.220606467,1.359627559,-0.137510897,0.122024723
44968.80902,1.275861692,1.477236705,-0.199796454,0.115796167
44968.80936,1.331116916,1.358379696,-0.025615856,0.133214227
44968.80971,1.443126559,1.416872304,0.028039763,0.138579789
44968.81006,1.555136201,1.416248372,0.140811921,0.149857005
44968.8104,1.894163515,1.415624441,0.480882627,0.183864075
