"date","hono","no","no2","oh","nitrate_ug_m3","jhono","jhno3","jno2","jo1d","o3_ppb","co_ppb","rh","upwelling","sahel","sahara","west_africa","central_africa","europe","north_america","south_america","north_atlantic","south_atlantic","mass_ug_m3","chloride_ug_m3","sulfate_ug_m3","oxalate_ug_m3","bromide_ug_m3","fluoride_ug_m3","msa_ug_m3","phosphate_ug_m3","sodium_ug_m3","ammonium_ug_m3","potassium_ug_m3","magnesium_ug_m3","calcium_ug_m3","hono_err","hour","day","year","month","ocean","ss_ca","nss_ca","ss_k","nss_k","ss_mg","nss_mg","ss_so4","nss_so4","sea_salt","bb_ratio_k_ca","bb_ratio_so4_no3","aerosol"
2015-11-24 00:00:00,NA,0.103873041927989,-10.1632177454514,2e+06,0.9259,4.78233952380952e-08,1.77550979365079e-11,2.6195926984127e-07,4.42568714285714e-10,36.4,88.3,69.1,18.01,0,10.31,0,0,37.39,0,0,34.29,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,0,24,2015,11,52.3,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-24 01:00:00,NA,-0.242610055783964,-9.50939195418089,2e+06,0.9259,4.71356904761905e-08,1.75796238095238e-11,2.58058759206349e-07,4.37686714285714e-10,36.4,88.7,68.4,18.01,0,10.31,0,0,37.39,0,0,34.29,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,1,24,2015,11,52.3,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-24 02:00:00,NA,-0.182121861638085,-8.88370120436244,2e+06,0.9259,5.37324781299525e-08,2.01461156893819e-11,2.94500744849445e-07,5.02396203961965e-10,36.6,88.5,64,18.01,0,10.31,0,0,37.39,0,0,34.29,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,2,24,2015,11,52.3,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-24 03:00:00,NA,0.125404137223982,-9.88459045508405,2e+06,0.9259,5.11675071315372e-08,1.91024236133122e-11,2.80409873217116e-07,4.76372768621236e-10,35.2,89,66.5,18.01,0,10.31,0,0,37.39,0,0,34.29,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,3,24,2015,11,52.3,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-24 04:00:00,NA,-0.120414165832504,-9.19286134880435,2e+06,0.9259,6.02579904912837e-08,2.28324529318542e-11,3.29886251980983e-07,5.71725269413629e-10,34.6,89.2,71.5,18.01,0,10.31,0,0,37.39,0,0,34.29,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,4,24,2015,11,52.3,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-24 05:00:00,NA,0.370736922146968,-4.91055689135827,2e+06,0.9259,6.30465641838352e-08,2.38835847860539e-11,3.45123136291601e-07,5.98081331220285e-10,35.8,89.9,70.3,18.01,0,10.31,0,0,37.39,0,0,34.29,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,5,24,2015,11,52.3,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-24 06:00:00,NA,0.181785969406556,9.88187441112044,2e+06,0.9259,9.68814541139241e-08,2.71951297468354e-11,5.6167503164557e-07,6.5225960443038e-10,36.6,91.2,71,21.26,0,4.62,0,0,8.87,0,0,65.25,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,6,24,2015,11,86.51,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 07:00:00,NA,1.42984170175821,14.15667621464,2e+06,0.9259,9.23e-06,1.22e-09,5.65e-05,2.35e-08,37.6,91.4,70.9,21.26,0,4.62,0,0,8.87,0,0,65.25,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,7,24,2015,11,86.51,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 08:00:00,NA,8.49961693631723,18.253895045061,2e+06,0.9259,0.000172386,2.82e-08,0.00112498,5.98e-07,37.8,91.4,68.9,21.26,0,4.62,0,0,8.87,0,0,65.25,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,8,24,2015,11,86.51,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 09:00:00,NA,14.0233492312401,103.04406443849,2e+06,0.9259,0.000634986,1.37e-07,0.0040313,3.53e-06,38,92.4,66.3,21.26,0,4.62,0,0,8.87,0,0,65.25,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,9,24,2015,11,86.51,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 10:00:00,NA,8.46211447757315,13.6801114886763,2e+06,0.9259,0.00104158,3.13e-07,0.00668477,1.16e-05,39.9,95,66.6,21.26,0,4.62,0,0,8.87,0,0,65.25,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,10,24,2015,11,86.51,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 11:00:00,NA,13.2224320003486,24.1386121135804,2e+06,0.9259,0.001241414,4.7e-07,0.007913752,2.22e-05,41.2,98.5,67.2,21.26,0,4.62,0,0,8.87,0,0,65.25,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,11,24,2015,11,86.51,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 12:00:00,NA,13.1696117276776,27.995550757065,2e+06,0.9259,0.00140275,6.02e-07,0.0087182,3.2e-05,41.3,100,66.6,11.91,0,9.89,0,0,6.29,0,0,71.91,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,12,24,2015,11,83.82,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 13:00:00,NA,12.2010931742503,18.5747692400421,2e+06,0.9259,0.001428498,6.57e-07,0.008977809,3.66e-05,40.9,99.3,64.6,11.91,0,9.89,0,0,6.29,0,0,71.91,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,13,24,2015,11,83.82,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 14:00:00,NA,8.24628787426446,3.74904866743323,2e+06,0.9259,0.001363048,6.04e-07,0.00852922,3.35e-05,39.8,99.9,64.7,11.91,0,9.89,0,0,6.29,0,0,71.91,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,14,24,2015,11,83.82,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 15:00:00,NA,6.35233719550159,1.90221616598675,2e+06,0.9259,0.001158885,4.86e-07,0.00717331,2.61e-05,37.8,98.5,66.2,11.91,0,9.89,0,0,6.29,0,0,71.91,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,15,24,2015,11,83.82,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 16:00:00,NA,5.08386149890101,-1.1887679263721,2e+06,0.9259,0.000788549,3.16e-07,0.00513767,1.62e-05,37.1,98.7,69,11.91,0,9.89,0,0,6.29,0,0,71.91,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,16,24,2015,11,83.82,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 17:00:00,NA,2.45156515860219,-3.82574082934103,2e+06,0.9259,0.00038284,1.4e-07,0.00242846,6.64e-06,36.7,98.6,69.8,11.91,0,9.89,0,0,6.29,0,0,71.91,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,17,24,2015,11,83.82,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 18:00:00,-0.124,1.73583129284585,-7.0136570822877,2e+06,0.9259,0.000336779742962056,1.05925752753978e-07,0.00212172099143207,4.39443574051408e-06,36.6,100.7,70.9,19.15,0,7.66,0,0,10.08,1.21,0,61.9,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,18,24,2015,11,81.05,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 19:00:00,-0.001111111,0.374101219392794,-6.24203764969455,2e+06,0.9259,5.73009398734177e-05,1.15480759493671e-08,0.000356736960443038,3.17800047468354e-07,36.8,99.7,71.6,19.15,0,7.66,0,0,10.08,1.21,0,61.9,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,19,24,2015,11,81.05,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 20:00:00,0.111666667,0.358252111801303,-4.88946523333421,2e+06,0.9259,1.71878287974684e-06,2.35497102848101e-10,1.06243174952532e-05,4.99158650316456e-09,37.6,99.6,71.1,19.15,0,7.66,0,0,10.08,1.21,0,61.9,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,20,24,2015,11,81.05,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 21:00:00,0.195,-0.0896491717947754,-3.88728939038021,2e+06,0.9259,4.62228544303797e-08,1.71991647151899e-11,2.53466772151899e-07,4.2805434335443e-10,37.5,99.8,71.1,19.15,0,7.66,0,0,10.08,1.21,0,61.9,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,21,24,2015,11,81.05,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 22:00:00,0.190833333,0.275881050331715,-2.36557600619393,2e+06,0.9259,4.78946545166403e-08,1.77917350237718e-11,2.62425705229794e-07,4.43586640253566e-10,37.9,101.5,72.6,19.15,0,7.66,0,0,10.08,1.21,0,61.9,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,22,24,2015,11,81.05,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-24 23:00:00,0.07,0.539021122658755,-1.83302224000354,2e+06,0.9259,4.77637324324324e-08,1.7793453418124e-11,2.61969300476948e-07,4.42380333863275e-10,38,101.4,71.2,19.15,0,7.66,0,0,10.08,1.21,0,61.9,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,23,24,2015,11,81.05,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 00:00:00,0.01,0.23387106755236,-1.17054007161551,2e+06,0.9259,4.78233952380952e-08,1.77550979365079e-11,2.6195926984127e-07,4.42568714285714e-10,38,102,72,9.48,0,8.08,0,0,25.53,0.7,0,56.21,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,0,25,2015,11,65.69,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-25 01:00:00,-0.039166667,0.20407418863052,-0.029815762936949,2e+06,0.9259,4.71356904761905e-08,1.75796238095238e-11,2.58058759206349e-07,4.37686714285714e-10,38.1,101.8,70.5,9.48,0,8.08,0,0,25.53,0.7,0,56.21,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,1,25,2015,11,65.69,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-25 02:00:00,-0.015833333,-0.453158422622492,1.36571951913486,2e+06,0.9259,5.37324781299525e-08,2.01461156893819e-11,2.94500744849445e-07,5.02396203961965e-10,38,101.7,70.7,9.48,0,8.08,0,0,25.53,0.7,0,56.21,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,2,25,2015,11,65.69,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-25 03:00:00,-0.01,-0.502989199310446,-0.0847433624424593,2e+06,0.9259,5.11675071315372e-08,1.91024236133122e-11,2.80409873217116e-07,4.76372768621236e-10,38.5,102,70.4,9.48,0,8.08,0,0,25.53,0.7,0,56.21,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,3,25,2015,11,65.69,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-25 04:00:00,-0.036666667,-0.500634092821602,0.827928767484521,2e+06,0.9259,6.02579904912837e-08,2.28324529318542e-11,3.29886251980983e-07,5.71725269413629e-10,38.9,102,69.7,9.48,0,8.08,0,0,25.53,0.7,0,56.21,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,4,25,2015,11,65.69,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-25 05:00:00,-0.026666667,-0.161727663487721,-1.19148818994895,2e+06,0.9259,6.30465641838352e-08,2.38835847860539e-11,3.45123136291601e-07,5.98081331220285e-10,39.1,101.8,70.8,9.48,0,8.08,0,0,25.53,0.7,0,56.21,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,5,25,2015,11,65.69,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"other"
2015-11-25 06:00:00,-0.056666667,-0.524577909340182,-0.767540528226008,2e+06,0.9259,9.68814541139241e-08,2.71951297468354e-11,5.6167503164557e-07,6.5225960443038e-10,39.7,101.7,70.3,11.68,0,1.52,0,0,6.37,0.46,0,79.97,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,6,25,2015,11,91.65,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 07:00:00,-0.060833333,0.220562031672747,5.38792588450015,2e+06,0.9259,7.94e-06,1.08e-09,4.76e-05,2.1e-08,40.7,103.1,72.8,11.68,0,1.52,0,0,6.37,0.46,0,79.97,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,7,25,2015,11,91.65,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 08:00:00,-0.095833333,0.644322848797428,6.19867632095653,2e+06,0.9259,9.83e-05,1.79e-08,0.00061234,3.87e-07,41.2,103,70.8,11.68,0,1.52,0,0,6.37,0.46,0,79.97,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,8,25,2015,11,91.65,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 09:00:00,0.046666667,4.02092911605698,5.61954096448326,2e+06,0.9259,0.000638896,1.38e-07,0.0040568,3.55e-06,41.5,103,69,11.68,0,1.52,0,0,6.37,0.46,0,79.97,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,9,25,2015,11,91.65,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 10:00:00,0.673333333,6.14010416624906,9.64865599758409,2e+06,0.9259,0.0010215,3.07e-07,0.00655425,1.14e-05,41.9,104,69.8,11.68,0,1.52,0,0,6.37,0.46,0,79.97,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,10,25,2015,11,91.65,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 11:00:00,1.958571429,7.24073640449144,7.64247385441376,2e+06,0.9259,0.00127771,4.83e-07,0.00814828,2.28e-05,41.8,104.3,69.4,11.68,0,1.52,0,0,6.37,0.46,0,79.97,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,11,25,2015,11,91.65,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 12:00:00,3.485,7.37425235677841,7.19598065343716,2e+06,0.9259,0.00141814,6.09e-07,0.008812592,3.24e-05,41.8,104.6,67.8,16.07,0,1.79,0,0,0,20.15,0,61.99,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,12,25,2015,11,78.06,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 13:00:00,3.691666667,6.77728992766541,6.18199084668954,2e+06,0.9259,0.00140159,6.44e-07,0.008810595,3.59e-05,41.4,104.9,68.4,16.07,0,1.79,0,0,0,20.15,0,61.99,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,13,25,2015,11,78.06,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 14:00:00,2.946666667,6.87030742779638,5.24067390874423,2e+06,0.9259,0.001271712,5.57e-07,0.00797468,3.09e-05,40.7,105.3,69.9,16.07,0,1.79,0,0,0,20.15,0,61.99,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,14,25,2015,11,78.06,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 15:00:00,1.8225,6.66655455967467,4.89830798157694,2e+06,0.9259,0.001195755,5.02e-07,0.00739453,2.71e-05,40.2,105.5,70.3,16.07,0,1.79,0,0,0,20.15,0,61.99,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,15,25,2015,11,78.06,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 16:00:00,1.5375,5.44109621882154,4.02563381809164,2e+06,0.9259,0.000782021,3.13e-07,0.00509543,1.61e-05,39.7,104.8,69.7,16.07,0,1.79,0,0,0,20.15,0,61.99,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,16,25,2015,11,78.06,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 17:00:00,1.1025,3.41730990927367,1.00846536619351,2e+06,0.9259,0.0005498,1.93e-07,0.0035137,9.15e-06,39.5,104.9,70,16.07,0,1.79,0,0,0,20.15,0,61.99,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,17,25,2015,11,78.06,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 18:00:00,0.6225,0.599282552695219,-1.85698114058704,2e+06,0.9259,0.000336779742962056,1.05925752753978e-07,0.00212172099143207,4.39443574051408e-06,39.4,105.3,70.7,22.12,0,0,0,0,0.46,19.82,0,57.6,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,18,25,2015,11,79.72,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 19:00:00,-0.053333333,-0.0474381486089468,-3.76551006560537,2e+06,0.9259,5.73009398734177e-05,1.15480759493671e-08,0.000356736960443038,3.17800047468354e-07,39.7,105.5,70.9,22.12,0,0,0,0,0.46,19.82,0,57.6,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,19,25,2015,11,79.72,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 20:00:00,-0.19,-0.780130325348621,-3.65693686550764,2e+06,0.9259,1.71878287974684e-06,2.35497102848101e-10,1.06243174952532e-05,4.99158650316456e-09,39.7,106.2,71.4,22.12,0,0,0,0,0.46,19.82,0,57.6,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,20,25,2015,11,79.72,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
2015-11-25 21:00:00,-0.134166667,-0.381717147350415,-3.01482436771776,2e+06,0.9259,4.62228544303797e-08,1.71991647151899e-11,2.53466772151899e-07,4.2805434335443e-10,39.7,106.5,71.9,22.12,0,0,0,0,0.46,19.82,0,57.6,0,62.11,6.8307,2.5067,0.0887,0.0101,0.0021,0.019,0.0034,4.2031,0.0105,0.1847,0.3219,1.1651,NA,21,25,2015,11,79.72,0.0916060256410256,1.07349397435897,0.0916060256410256,0.0930939743589744,0.477788290598291,-0.155888290598291,0.253263717948718,2.25343628205128,12.909546,0.0867205374064297,0.410883594701494,"marine"
