Date,channel 1,error,channel 2,error
11/02/2023 00:06,0.002204562,0.000727192,0.001701413,0.000311419
11/02/2023 00:06,0.002601761,0.000766912,0.001900242,0.000331302
11/02/2023 00:07,0.002898959,0.000796632,0.001899071,0.000331185
11/02/2023 00:07,0.003096158,0.000816352,0.001797901,0.000321068
11/02/2023 00:08,0.003393357,0.000846071,0.00209673,0.000350951
11/02/2023 00:08,0.003490555,0.000855791,0.00189556,0.000330834
11/02/2023 00:09,0.003887754,0.000895511,0.001794389,0.000320717
11/02/2023 00:09,0.004084953,0.000915231,0.001993219,0.0003406
11/02/2023 00:10,0.004082151,0.000914951,0.001892048,0.000330483
11/02/2023 00:10,0.00437935,0.000944671,0.001890878,0.000330366
11/02/2023 00:11,0.004576549,0.000964391,0.001889707,0.000330249
11/02/2023 00:11,0.004473747,0.000954111,0.001888537,0.000330131
11/02/2023 00:12,0.004570946,0.00096383,0.001987366,0.000340014
11/02/2023 00:12,0.004568145,0.00096355,0.001886196,0.000329897
11/02/2023 00:13,0.004465343,0.00095327,0.001985025,0.00033978
11/02/2023 00:13,0.004362542,0.00094299,0.001783855,0.000319663
11/02/2023 00:14,0.004259741,0.00093271,0.001682684,0.000309546
11/02/2023 00:14,0.004356939,0.00094243,0.001681513,0.000309429
11/02/2023 00:15,0.004154138,0.00092215,0.001680343,0.000309312
11/02/2023 00:15,0.003951337,0.000901869,0.001679172,0.000309195
11/02/2023 00:16,0.003948535,0.000901589,0.001578002,0.000299078
11/02/2023 00:16,0.003645734,0.000871309,0.001576831,0.000298961
11/02/2023 00:17,0.003542933,0.000861029,0.001575661,0.000298844
11/02/2023 00:17,0.003540131,0.000860749,0.00167449,0.000308727
11/02/2023 00:18,0.00353733,0.000860469,0.00157332,0.00029861
11/02/2023 00:18,0.003534529,0.000860189,0.001572149,0.000298493
11/02/2023 00:19,0.003531727,0.000859909,0.001670979,0.000308376
11/02/2023 00:19,0.003528926,0.000859628,0.001569808,0.000298259
11/02/2023 00:20,0.003626125,0.000869348,0.001568638,0.000298142
11/02/2023 00:20,0.003523323,0.000859068,0.001567467,0.000298025
11/02/2023 00:21,0.003620522,0.000868788,0.001566297,0.000297907
11/02/2023 00:21,0.003717721,0.000878508,0.001565126,0.00029779
11/02/2023 00:22,0.003714919,0.000878228,0.001663955,0.000307673
11/02/2023 00:22,0.003612118,0.000867948,0.001662785,0.000307556
11/02/2023 00:23,0.003809317,0.000887667,0.001761614,0.000317439
11/02/2023 00:23,0.003606515,0.000867387,0.001760444,0.000317322
11/02/2023 00:24,0.003503714,0.000857107,0.001759273,0.000317205
11/02/2023 00:24,0.003600913,0.000866827,0.001758103,0.000317088
11/02/2023 00:25,0.003498111,0.000856547,0.001756932,0.000316971
11/02/2023 00:25,0.00349531,0.000856267,0.001755762,0.000316854
11/02/2023 00:26,0.003392509,0.000845987,0.001554591,0.000296737
11/02/2023 00:26,0.003389707,0.000845707,0.001853421,0.00032662
11/02/2023 00:27,0.003386906,0.000845426,0.00175225,0.000316503
11/02/2023 00:27,0.003384105,0.000845146,0.00185108,0.000326386
11/02/2023 00:28,0.003481303,0.000854866,0.001949909,0.000336269
11/02/2023 00:28,0.003378502,0.000844586,0.001848739,0.000326152
11/02/2023 00:29,0.003475701,0.000854306,0.001847568,0.000326035
11/02/2023 00:29,0.003572899,0.000864026,0.001946397,0.000335918
11/02/2023 00:30,0.003670098,0.000873746,0.001945227,0.000335801
11/02/2023 00:30,0.003867297,0.000893465,0.001844056,0.000325683
11/02/2023 00:31,0.003564495,0.000863185,0.001842886,0.000325566
11/02/2023 00:31,0.003561694,0.000862905,0.001641715,0.000305449
11/02/2023 00:32,0.003458893,0.000852625,0.001640545,0.000305332
11/02/2023 00:32,0.003656091,0.000872345,0.001639374,0.000305215
11/02/2023 00:33,0.00345329,0.000852065,0.001738204,0.000315098
11/02/2023 00:33,0.003350489,0.000841785,0.001637033,0.000304981
11/02/2023 00:34,0.003247687,0.000831505,0.001735863,0.000314864
11/02/2023 00:34,0.003244886,0.000831224,0.001834692,0.000324747
11/02/2023 00:35,0.003242085,0.000830944,0.001633522,0.00030463
11/02/2023 00:35,0.003339283,0.000840664,0.001732351,0.000314513
11/02/2023 00:36,0.003536482,0.000860384,0.001731181,0.000314396
11/02/2023 00:36,0.003433681,0.000850104,0.00183001,0.000324279
11/02/2023 00:37,0.004030879,0.000909824,0.001828839,0.000324162
11/02/2023 00:37,0.004128078,0.000919544,0.001827669,0.000324045
11/02/2023 00:38,0.004625277,0.000969263,0.001926498,0.000333928
11/02/2023 00:38,0.005122475,0.001018983,0.001925328,0.000333811
11/02/2023 00:39,0.005519674,0.001058703,0.002124157,0.000353694
11/02/2023 00:39,0.005916873,0.001098423,0.001822987,0.000323576
11/02/2023 00:40,0.006314071,0.001138143,0.001921816,0.000333459
11/02/2023 00:40,0.00661127,0.001167863,0.001820646,0.000323342
11/02/2023 00:41,0.007008469,0.001207583,0.002019475,0.000343225
11/02/2023 00:41,0.007105667,0.001217303,0.001918305,0.000333108
11/02/2023 00:42,0.007102866,0.001217022,0.002117134,0.000352991
11/02/2023 00:42,0.007000065,0.001206742,0.001815964,0.000322874
11/02/2023 00:43,0.006797263,0.001186462,0.002014793,0.000342757
11/02/2023 00:43,0.006494462,0.001156182,0.001913623,0.00033264
11/02/2023 00:44,0.006091661,0.001115902,0.002012452,0.000342523
11/02/2023 00:44,0.005988859,0.001105622,0.001811281,0.000322406
11/02/2023 00:45,0.005586058,0.001065342,0.001710111,0.000312289
11/02/2023 00:45,0.005283257,0.001035061,0.00180894,0.000322172
11/02/2023 00:46,0.005080455,0.001014781,0.00180777,0.000322055
11/02/2023 00:46,0.004977654,0.001004501,0.001706599,0.000311938
11/02/2023 00:47,0.004674853,0.000974221,0.001705429,0.000311821
11/02/2023 00:47,0.004472051,0.000953941,0.001704258,0.000311704
11/02/2023 00:48,0.00436925,0.000943661,0.001803088,0.000321587
11/02/2023 00:48,0.004066449,0.000913381,0.001601917,0.00030147
11/02/2023 00:49,0.004063647,0.000913101,0.001700747,0.000311352
11/02/2023 00:49,0.003960846,0.00090282,0.001699576,0.000311235
11/02/2023 00:50,0.003958045,0.00090254,0.001698406,0.000311118
11/02/2023 00:50,0.003855243,0.00089226,0.001797235,0.000321001
11/02/2023 00:51,0.003652442,0.00087198,0.001696065,0.000310884
11/02/2023 00:51,0.003649641,0.0008717,0.001494894,0.000290767
11/02/2023 00:52,0.003846839,0.00089142,0.001693723,0.00031065
11/02/2023 00:52,0.003944038,0.00090114,0.001592553,0.000300533
11/02/2023 00:53,0.004341237,0.000940859,0.001691382,0.000310416
11/02/2023 00:53,0.004538435,0.000960579,0.001590212,0.000300299
11/02/2023 00:54,0.004735634,0.000980299,0.001489041,0.000290182
11/02/2023 00:54,0.004832833,0.000990019,0.001487871,0.000290065
11/02/2023 00:55,0.004930031,0.000999739,0.0010867,0.000249948
11/02/2023 00:55,0.00492723,0.000999459,0.00098553,0.000239831
11/02/2023 00:56,0.004924429,0.000999179,0.000784359,0.000219714
11/02/2023 00:56,0.004521627,0.000958899,0.000583189,0.000199597
11/02/2023 00:57,0.004218826,0.000928618,0.000382018,0.00017948
11/02/2023 00:57,0.003516025,0.000858338,0.000380848,0.000179363
11/02/2023 00:58,0.002913223,0.000798058,7.97E-05,0.000149246
11/02/2023 00:58,0.002210422,0.000727778,7.85E-05,0.000149128
11/02/2023 00:59,0.001607621,0.000667498,-2.27E-05,0.000139011
11/02/2023 00:59,0.000904819,0.000597218,-0.000123835,0.000128894
11/02/2023 01:00,0.000702018,0.000576938,-0.000125005,0.000128777
11/02/2023 01:00,0.000199217,0.000526657,-0.000126176,0.00012866
11/02/2023 01:01,-0.000103585,0.000496377,-0.000127346,0.000128543
11/02/2023 01:01,-0.000406386,0.000466097,-0.000428517,9.84E-05
11/02/2023 01:02,-0.000609187,0.000445817,-0.000229687,0.000118309
11/02/2023 01:02,-0.000811989,0.000425537,-0.000230858,0.000118192
11/02/2023 01:03,-0.00091479,0.000415257,-0.000232028,0.000118075
11/02/2023 01:03,-0.001017591,0.000404977,-0.000533199,8.80E-05
11/02/2023 01:04,-0.000920393,0.000414697,-0.000434369,9.78E-05
11/02/2023 01:04,-0.000823194,0.000424416,-0.00033554,0.000107724
11/02/2023 01:05,-0.000825995,0.000424136,-0.00043671,9.76E-05
11/02/2023 01:05,-0.000828797,0.000423856,-0.000437881,9.75E-05
11/02/2023 01:06,-0.000931598,0.000413576,-0.000439051,9.74E-05
11/02/2023 01:06,-0.001034399,0.000403296,-0.000340222,0.000107256
11/02/2023 01:07,-0.000937201,0.000413016,-0.000241393,0.000117139
11/02/2023 01:07,-0.001040002,0.000402736,-0.000242563,0.000117022
11/02/2023 01:08,-0.000942803,0.000412455,-0.000143734,0.000126904
11/02/2023 01:08,-0.001045605,0.000402175,-0.000244904,0.000116787
11/02/2023 01:09,-0.001248406,0.000381895,-0.000346075,0.00010667
11/02/2023 01:09,-0.001151207,0.000391615,-0.000347245,0.000106553
11/02/2023 01:10,-0.001254009,0.000381335,-0.000248416,0.000116436
11/02/2023 01:10,-0.00105681,0.000401055,-0.000249586,0.000116319
11/02/2023 01:11,-0.001159611,0.000390775,-0.000450757,9.62E-05
11/02/2023 01:11,-0.001162413,0.000390495,-0.000351927,0.000106085
11/02/2023 01:12,-0.001265214,0.000380214,-0.000253098,0.000115968
11/02/2023 01:12,-0.001168015,0.000389934,-0.000454268,9.59E-05
11/02/2023 01:13,-0.001270817,0.000379654,-0.000355439,0.000105734
11/02/2023 01:13,-0.001173618,0.000389374,-0.000456609,9.56E-05
11/02/2023 01:14,-0.001176419,0.000389094,-0.00035778,0.0001055
11/02/2023 01:14,-0.001179221,0.000388814,-0.000258951,0.000115383
11/02/2023 01:15,-0.001082022,0.000398534,-0.000260121,0.000115266
11/02/2023 01:15,-0.001284823,0.000378253,-0.000261292,0.000115149
11/02/2023 01:16,-0.001387625,0.000367973,-0.000262462,0.000115032
11/02/2023 01:16,-0.001390426,0.000367693,-0.000363633,0.000104915
11/02/2023 01:17,-0.001293227,0.000377413,-0.000364803,0.000104797
11/02/2023 01:17,-0.001296029,0.000377133,-0.000265974,0.00011468
11/02/2023 01:18,-0.00129883,0.000376853,-0.000267144,0.000114563
11/02/2023 01:18,-0.001301631,0.000376573,-0.000368315,0.000104446
11/02/2023 01:19,-0.001204433,0.000386293,-0.000469485,9.43E-05
11/02/2023 01:19,-0.001307234,0.000376012,-0.000470656,9.42E-05
11/02/2023 01:20,-0.001310035,0.000375732,-0.000571826,8.41E-05
11/02/2023 01:20,-0.001412837,0.000365452,-0.000472997,9.40E-05
11/02/2023 01:21,-0.001315638,0.000375172,-0.000374167,0.000103861
11/02/2023 01:21,-0.001418439,0.000364892,-0.000475338,9.37E-05
11/02/2023 01:22,-0.001421241,0.000364612,-0.000276509,0.000113627
11/02/2023 01:22,-0.001324042,0.000374332,-0.000477679,9.35E-05
11/02/2023 01:23,-0.001126843,0.000394051,-0.00037885,0.000103393
11/02/2023 01:23,-0.000729645,0.000433771,-0.00038002,0.000103276
11/02/2023 01:24,-0.000632446,0.000443491,-8.12E-05,0.000133159
11/02/2023 01:24,-0.000335247,0.000473211,1.76E-05,0.000143042
11/02/2023 01:25,0.000161951,0.000522931,0.000116468,0.000152925
11/02/2023 01:25,0.00055915,0.000562651,0.000315298,0.000172808
11/02/2023 01:26,0.001156349,0.000622371,0.000514127,0.000192691
11/02/2023 01:26,0.001553547,0.000662091,0.000812957,0.000222573
11/02/2023 01:27,0.001850746,0.00069181,0.000911786,0.000232456
11/02/2023 01:27,0.002247944,0.00073153,0.000910616,0.000232339
11/02/2023 01:28,0.002545143,0.00076125,0.001309445,0.000272222
11/02/2023 01:28,0.002642342,0.00077097,0.001308275,0.000272105
11/02/2023 01:29,0.00273954,0.00078069,0.001507104,0.000291988
11/02/2023 01:29,0.002836739,0.00079041,0.001505933,0.000291871
11/02/2023 01:30,0.002733938,0.00078013,0.001604763,0.000301754
11/02/2023 01:30,0.002731136,0.000779849,0.001503592,0.000291637
11/02/2023 01:31,0.002628335,0.000769569,0.001502422,0.00029152
11/02/2023 01:31,0.002625534,0.000769289,0.001501251,0.000291403
11/02/2023 01:32,0.002322732,0.000739009,0.001700081,0.000311286
11/02/2023 01:32,0.002419931,0.000748729,0.00159891,0.000301169
11/02/2023 01:33,0.00241713,0.000748449,0.00159774,0.000301052
11/02/2023 01:33,0.002314328,0.000738169,0.001696569,0.000310935
11/02/2023 01:34,0.002311527,0.000737889,0.001595399,0.000300818
11/02/2023 01:34,0.002308726,0.000737608,0.001594228,0.000300701
11/02/2023 01:35,0.002105924,0.000717328,0.001693058,0.000310584
11/02/2023 01:35,0.002103123,0.000717048,0.001691887,0.000310467
11/02/2023 01:36,0.002200322,0.000726768,0.001690717,0.000310349
11/02/2023 01:36,0.00219752,0.000726488,0.001689546,0.000310232
11/02/2023 01:37,0.002194719,0.000726208,0.001788375,0.000320115
11/02/2023 01:37,0.002291918,0.000735928,0.001887205,0.000329998
11/02/2023 01:38,0.002289116,0.000735647,0.001886034,0.000329881
11/02/2023 01:38,0.002286315,0.000735367,0.001784864,0.000319764
11/02/2023 01:39,0.002183514,0.000725087,0.001783693,0.000319647
11/02/2023 01:39,0.002480712,0.000754807,0.001882523,0.00032953
11/02/2023 01:40,0.002277911,0.000734527,0.001681352,0.000309413
11/02/2023 01:40,0.00257511,0.000764247,0.001780182,0.000319296
11/02/2023 01:41,0.002372308,0.000743967,0.001779011,0.000319179
11/02/2023 01:41,0.002369507,0.000743687,0.001877841,0.000329062
11/02/2023 01:42,0.002266706,0.000733406,0.00197667,0.000338945
11/02/2023 01:42,0.002263904,0.000733126,0.0019755,0.000338828
11/02/2023 01:43,0.002361103,0.000742846,0.001774329,0.000318711
11/02/2023 01:43,0.002358302,0.000742566,0.001773159,0.000318594
11/02/2023 01:44,0.0024555,0.000752286,0.001771988,0.000318477
11/02/2023 01:44,0.002652699,0.000772006,0.001670817,0.00030836
11/02/2023 01:45,0.002849898,0.000791726,0.001969647,0.000338243
11/02/2023 01:45,0.003347096,0.000841445,0.001768476,0.000318125
11/02/2023 01:46,0.003744295,0.000881165,0.001867306,0.000328008
11/02/2023 01:46,0.004341494,0.000940885,0.001766135,0.000317891
11/02/2023 01:47,0.004838692,0.000990605,0.001864965,0.000327774
11/02/2023 01:47,0.005135891,0.001020325,0.001863794,0.000327657
11/02/2023 01:48,0.00543309,0.001050045,0.001962624,0.00033754
11/02/2023 01:48,0.005830288,0.001089765,0.001961453,0.000337423
11/02/2023 01:49,0.006027487,0.001109485,0.001860283,0.000327306
11/02/2023 01:49,0.006324686,0.001139204,0.001859112,0.000327189
11/02/2023 01:50,0.006721884,0.001178924,0.001657942,0.000307072
11/02/2023 01:50,0.006819083,0.001188644,0.001756771,0.000316955
11/02/2023 01:51,0.007016282,0.001208364,0.001655601,0.000306838
11/02/2023 01:51,0.00711348,0.001218084,0.00175443,0.000316721
11/02/2023 01:52,0.007310679,0.001237804,0.001653259,0.000306604
11/02/2023 01:52,0.007007878,0.001207524,0.001652089,0.000306487
11/02/2023 01:53,0.007005076,0.001207243,0.001750918,0.00031637
11/02/2023 01:53,0.006902275,0.001196963,0.001749748,0.000316253
11/02/2023 01:54,0.006799474,0.001186683,0.001848577,0.000326136
11/02/2023 01:54,0.006596672,0.001166403,0.001747407,0.000316018
11/02/2023 01:55,0.006293871,0.001136123,0.001746236,0.000315901
11/02/2023 01:55,0.00609107,0.001115843,0.001645066,0.000305784
11/02/2023 01:56,0.005788268,0.001085563,0.001543895,0.000295667
11/02/2023 01:56,0.005585467,0.001065283,0.001542725,0.00029555
11/02/2023 01:57,0.005382666,0.001045002,0.001541554,0.000295433
11/02/2023 01:57,0.005379864,0.001044722,0.001640384,0.000305316
11/02/2023 01:58,0.005477063,0.001054442,0.001739213,0.000315199
11/02/2023 01:58,0.005874262,0.001094162,0.001938043,0.000335082
11/02/2023 01:59,0.00737146,0.001243882,0.002636872,0.000404965
11/02/2023 01:59,0.011168659,0.001623602,0.004535701,0.000594848
11/02/2023 02:00,0.016765858,0.002183322,0.008834531,0.001024731
11/02/2023 02:00,0.018363056,0.002343041,0.01033336,0.001174614
11/02/2023 02:01,0.016460255,0.002152761,0.00983219,0.001124497
11/02/2023 02:01,0.014557454,0.001962481,0.008931019,0.00103438
11/02/2023 02:02,0.012554652,0.001762201,0.008029849,0.000944263
11/02/2023 02:02,0.010051851,0.001511921,0.006528678,0.000794146
11/02/2023 02:03,0.00734905,0.001241641,0.005427508,0.000684029
11/02/2023 02:03,0.003946248,0.000901361,0.003826337,0.000523912
11/02/2023 02:04,0.001043447,0.000611081,0.001925167,0.000333794
11/02/2023 02:04,0.000340646,0.0005408,0.000923996,0.000233677
11/02/2023 02:05,0.000837844,0.00059052,0.000922826,0.00023356
11/02/2023 02:05,0.001235043,0.00063024,0.001021655,0.000243443
11/02/2023 02:06,0.001632242,0.00066996,0.001320485,0.000273326
11/02/2023 02:06,0.00202944,0.00070968,0.001319314,0.000273209
11/02/2023 02:07,0.002226639,0.0007294,0.001618143,0.000303092
11/02/2023 02:07,0.002223838,0.00072912,0.001816973,0.000322975
11/02/2023 02:08,0.002521036,0.000758839,0.001715802,0.000312858
11/02/2023 02:08,0.002318235,0.000738559,0.001714632,0.000312741
11/02/2023 02:09,0.002415434,0.000748279,0.001913461,0.000332624
11/02/2023 02:09,0.002412632,0.000747999,0.001712291,0.000312507
11/02/2023 02:10,0.002309831,0.000737719,0.00161112,0.00030239
11/02/2023 02:10,0.00220703,0.000727439,0.00180995,0.000322273
11/02/2023 02:11,0.002304228,0.000737159,0.001808779,0.000322156
11/02/2023 02:11,0.002201427,0.000726879,0.001807609,0.000322039
11/02/2023 02:12,0.001998626,0.000706598,0.001706438,0.000311922
11/02/2023 02:12,0.002095824,0.000716318,0.001705268,0.000311805
11/02/2023 02:13,0.002193023,0.000726038,0.001704097,0.000311688
11/02/2023 02:13,0.002090222,0.000715758,0.001602927,0.00030157
11/02/2023 02:14,0.00208742,0.000715478,0.001801756,0.000321453
11/02/2023 02:14,0.002184619,0.000725198,0.001600585,0.000301336
11/02/2023 02:15,0.002181818,0.000724918,0.001599415,0.000301219
11/02/2023 02:15,0.002079016,0.000714637,0.001798244,0.000321102
11/02/2023 02:16,0.002076215,0.000714357,0.001697074,0.000310985
11/02/2023 02:16,0.001873414,0.000694077,0.001595903,0.000300868
11/02/2023 02:17,0.001970612,0.000703797,0.001694733,0.000310751
11/02/2023 02:17,0.001767811,0.000683517,0.001693562,0.000310634
11/02/2023 02:18,0.00176501,0.000683237,0.001692392,0.000310517
11/02/2023 02:18,0.001662208,0.000672957,0.001691221,0.0003104
11/02/2023 02:19,0.001559407,0.000662677,0.001590051,0.000300283
11/02/2023 02:19,0.001556606,0.000662396,0.00148888,0.000290166
11/02/2023 02:20,0.001353804,0.000642116,0.00168771,0.000310049
11/02/2023 02:20,0.001351003,0.000641836,0.001786539,0.000319932
11/02/2023 02:21,0.001248202,0.000631556,0.001585369,0.000299815
11/02/2023 02:21,0.0012454,0.000631276,0.001784198,0.000319698
11/02/2023 02:22,0.001342599,0.000640996,0.001783027,0.000319581
11/02/2023 02:22,0.001239798,0.000630716,0.001881857,0.000329464
11/02/2023 02:23,-0.123363004,-0.011829565,0.001780686,0.000319346
11/02/2023 02:23,-0.075065805,-0.006999845,0.001779516,0.000319229
11/02/2023 02:24,-0.114068606,-0.010900125,0.001878345,0.000329112
11/02/2023 02:24,-0.024171408,-0.001910405,0.001977175,0.000338995
11/02/2023 02:25,-0.016974209,-0.001190685,0.001876004,0.000328878
11/02/2023 02:25,0.53632299,0.054139035,0.001974834,0.000338761
11/02/2023 02:26,0.064520188,0.006958755,0.001873663,0.000328644
11/02/2023 02:26,0.110317387,0.011538475,0.001772493,0.000318527
11/02/2023 02:27,0.000814586,0.000588194,0.001871322,0.00032841
11/02/2023 02:27,0.219711784,0.022477914,0.001970152,0.000338293
11/02/2023 02:28,-0.044891017,-0.003982366,0.001868981,0.000328176
11/02/2023 02:28,0.108006182,0.011307354,0.001967811,0.000338059
11/02/2023 02:29,0.00950338,0.001457074,0.00186664,0.000327942
11/02/2023 02:29,-0.116099421,-0.011103206,0.001865469,0.000327825
11/02/2023 02:30,0.006997778,0.001206514,0.001864299,0.000327708
11/02/2023 02:30,0.126994976,0.013206233,0.001863128,0.000327591
11/02/2023 02:31,0.175792175,0.018085953,0.001861958,0.000327474
11/02/2023 02:31,0.034489374,0.003955673,0.001860787,0.000327357
11/02/2023 02:32,0.064786572,0.006985393,0.001859617,0.000327239
11/02/2023 02:32,0.020783771,0.002585113,0.001958446,0.000337122
11/02/2023 02:33,-0.05411903,-0.004905167,0.001757276,0.000317005
11/02/2023 02:33,0.258978168,0.026404553,0.001756105,0.000316888
11/02/2023 02:34,0.125975367,0.013104273,0.001854935,0.000326771
11/02/2023 02:34,0.128572566,0.013363992,0.001953764,0.000336654
11/02/2023 02:35,0.090569764,0.009563712,0.001752594,0.000316537
11/02/2023 02:35,0.856266963,0.086133432,0.001751423,0.00031642
11/02/2023 02:36,-0.282535838,-0.027746848,0.001750253,0.000316303
11/02/2023 02:36,-0.04133864,-0.003627128,0.001849082,0.000326186
11/02/2023 02:37,-0.106541441,-0.010147408,0.001847911,0.000326069
11/02/2023 02:37,0.084455758,0.008952312,0.001846741,0.000325952
11/02/2023 02:38,0.123452956,0.012852031,0.00174557,0.000315835
11/02/2023 02:38,-0.025949845,-0.002088249,0.0018444,0.000325718
11/02/2023 02:39,0.145347354,0.015041471,0.001843229,0.000325601
11/02/2023 02:39,0.013144552,0.001821191,0.001742059,0.000315484
11/02/2023 02:40,0.052141751,0.005720911,0.001540888,0.000295367
11/02/2023 02:40,0.35523895,0.036030631,0.001739718,0.00031525
11/02/2023 02:41,0.071736148,0.007680351,0.001838547,0.000325133
11/02/2023 02:41,0.266133347,0.027120071,0.001837377,0.000325015
11/02/2023 02:42,-0.039269454,-0.00342021,0.001936206,0.000334898
11/02/2023 02:42,0.009927744,0.00149951,0.001835036,0.000324781
11/02/2023 02:43,0.124424943,0.01294923,0.001933865,0.000334664
11/02/2023 02:43,0.042822142,0.00478895,0.001832695,0.000324547
11/02/2023 02:44,-0.07408066,-0.00690133,0.001831524,0.00032443
11/02/2023 02:44,-0.028583461,-0.00235161,0.001930353,0.000334313
11/02/2023 02:45,0.603113738,0.06081811,0.001829183,0.000324196
11/02/2023 02:45,-0.142889064,-0.013782171,0.001728012,0.000314079
11/02/2023 02:46,0.022308135,0.002737549,0.001726842,0.000313962
11/02/2023 02:46,-0.044694666,-0.003962731,0.001625671,0.000303845
11/02/2023 02:47,-0.373897468,-0.036883011,0.001724501,0.000313728
11/02/2023 02:47,0.025799731,0.003086709,0.00182333,0.000323611
11/02/2023 02:48,0.16399693,0.016906429,0.00172216,0.000313494
11/02/2023 02:48,-0.060405872,-0.005533851,0.001920989,0.000333377
11/02/2023 02:49,-0.035408673,-0.003034131,0.001819819,0.00032326
11/02/2023 02:49,0.083188526,0.008825588,0.001818648,0.000323143
11/02/2023 02:50,0.054485724,0.005955308,0.001817478,0.000323026
11/02/2023 02:50,0.022382923,0.002745028,0.001816307,0.000322909
11/02/2023 02:51,0.071480122,0.007654748,0.001715137,0.000312791
11/02/2023 02:51,-0.00842268,-0.000335532,0.001613966,0.000302674
11/02/2023 02:52,-0.041225481,-0.003615812,0.001712795,0.000312557
11/02/2023 02:52,0.021671718,0.002673908,0.001711625,0.00031244
11/02/2023 02:53,0.132368916,0.013743627,0.001710454,0.000312323
11/02/2023 02:53,-0.001033885,0.000403347,0.001609284,0.000302206
11/02/2023 02:54,0.050963314,0.005603067,0.001708113,0.000312089
11/02/2023 02:54,0.145260512,0.015032787,0.001806943,0.000321972
11/02/2023 02:55,0.089457711,0.009452507,0.001905772,0.000331855
11/02/2023 02:55,0.10475491,0.010982227,0.001804602,0.000321738
11/02/2023 02:56,0.152852108,0.015791947,0.001803431,0.000321621
11/02/2023 02:56,0.036249307,0.004131666,0.001802261,0.000321504
11/02/2023 02:57,0.091046506,0.009611386,0.00170109,0.000311387
11/02/2023 02:57,0.041843704,0.004691106,0.00179992,0.00032127
11/02/2023 02:58,-0.032159097,-0.002709174,0.001898749,0.000331153
11/02/2023 02:58,-0.108661898,-0.010359454,0.001997579,0.000341036
11/02/2023 02:59,-0.0133647,-0.000829734,0.001896408,0.000330919
11/02/2023 02:59,0.013932499,0.001899986,0.001995237,0.000340802
11/02/2023 03:00,0.011629698,0.001669706,0.001894067,0.000330685
11/02/2023 03:00,0.002426896,0.000749425,0.001992896,0.000340567
11/02/2023 03:01,0.172824095,0.017789145,0.001891726,0.00033045
11/02/2023 03:01,0.079821294,0.008488865,0.002090555,0.000350333
11/02/2023 03:02,0.060518492,0.006558585,0.001789385,0.000320216
11/02/2023 03:02,0.160415691,0.016548305,0.001788214,0.000320099
11/02/2023 03:03,0.28321289,0.028828025,0.001887044,0.000329982
11/02/2023 03:03,0.209510088,0.021457745,0.001885873,0.000329865
11/02/2023 03:04,-0.016892713,-0.001182536,0.001884703,0.000329748
11/02/2023 03:04,-0.064095514,-0.005902816,0.001883532,0.000329631
11/02/2023 03:05,0.111301684,0.011636904,0.001882362,0.000329514
11/02/2023 03:05,-0.042401117,-0.003733376,0.001681191,0.000309397
11/02/2023 03:06,0.222196082,0.022726344,0.001780021,0.00031928
11/02/2023 03:06,0.11439328,0.011946064,0.00187885,0.000329163
11/02/2023 03:07,0.039090479,0.004415784,0.001777679,0.000319046
11/02/2023 03:07,0.015587678,0.002065504,0.001876509,0.000328929
11/02/2023 03:08,-0.076315124,-0.007124777,0.001775338,0.000318812
11/02/2023 03:08,0.141082075,0.014614943,0.001674168,0.000308695
11/02/2023 03:09,0.048279274,0.005334663,0.001772997,0.000318578
11/02/2023 03:09,0.011576472,0.001664383,0.001671827,0.00030846
11/02/2023 03:10,0.070773671,0.007584103,0.001670656,0.000308343
11/02/2023 03:10,0.12077087,0.012583823,0.001769486,0.000318226
11/02/2023 03:11,0.082268068,0.008733543,0.001668315,0.000308109
11/02/2023 03:11,0.145865267,0.015093262,0.001667145,0.000307992
11/02/2023 03:12,-0.018737534,-0.001367018,0.001765974,0.000317875
11/02/2023 03:12,0.322759664,0.032782702,0.001764804,0.000317758
11/02/2023 03:13,0.015656863,0.002072422,0.001563633,0.000297641
11/02/2023 03:13,-0.043145938,-0.003807858,0.001562463,0.000297524
11/02/2023 03:14,0.04135126,0.004641862,0.001561292,0.000297407
11/02/2023 03:14,-0.097651541,-0.009258418,0.001660121,0.00030729
11/02/2023 03:15,0.004745657,0.000981302,0.001558951,0.000297173
11/02/2023 03:15,0.076942856,0.008201021,0.00165778,0.000307056
11/02/2023 03:16,0.328040055,0.033310741,0.00165661,0.000306939
11/02/2023 03:16,0.124737253,0.012980461,0.001455439,0.000286822
11/02/2023 03:17,0.066134452,0.007120181,0.001554269,0.000296705
11/02/2023 03:17,0.033331651,0.003839901,0.001753098,0.000316588
11/02/2023 03:18,-0.012971151,-0.000790379,0.001651928,0.000306471
11/02/2023 03:18,-0.014873952,-0.000980659,0.001650757,0.000306354
11/02/2023 03:19,0.043123247,0.00481906,0.001749587,0.000316236
11/02/2023 03:19,0.282120445,0.02871878,0.001648416,0.000306119
11/02/2023 03:20,-0.143482356,-0.0138415,0.001947246,0.000336002
11/02/2023 03:20,0.071714843,0.00767822,0.001746075,0.000315885
11/02/2023 03:21,0.043212041,0.00482794,0.002044905,0.000345768
11/02/2023 03:21,-0.06459076,-0.00595234,0.002043734,0.000345651
11/02/2023 03:22,0.044806439,0.00498738,0.001942563,0.000335534
11/02/2023 03:22,0.196403637,0.0201471,0.001841393,0.000325417
